Statistics Type,Period,Years,Month,Quarters,Consumption Domain Code,Consumption Domain,Source Domain Code,Source Domain,Cancellation type,Total
EECS-Electricity,2019-01,2019,Jan,Qtr1,AT,AT - Austria,AT,AT - Austria,AIB Member own country,1108954
EECS-Electricity,2019-01,2019,Jan,Qtr1,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,1579
EECS-Electricity,2019-01,2019,Jan,Qtr1,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1513713
EECS-Electricity,2019-01,2019,Jan,Qtr1,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,352841
EECS-Electricity,2019-01,2019,Jan,Qtr1,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,354
EECS-Electricity,2019-01,2019,Jan,Qtr1,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,8741
EECS-Electricity,2019-01,2019,Jan,Qtr1,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,492426
EECS-Electricity,2019-01,2019,Jan,Qtr1,CY,CY - Cyprus,DK,DK - Denmark,Other AIB member,345
EECS-Electricity,2019-01,2019,Jan,Qtr1,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,123731
EECS-Electricity,2019-01,2019,Jan,Qtr1,DE,DE - Germany,DE,DE - Germany,AIB Member own country,25411459
EECS-Electricity,2019-01,2019,Jan,Qtr1,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,1506708
EECS-Electricity,2019-01,2019,Jan,Qtr1,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,5662
EECS-Electricity,2019-01,2019,Jan,Qtr1,ES,ES - Spain,ES,ES - Spain,AIB Member own country,9144071
EECS-Electricity,2019-01,2019,Jan,Qtr1,FI,FI - Finland,FI,FI - Finland,AIB Member own country,2616865
EECS-Electricity,2019-01,2019,Jan,Qtr1,FR,FR - France,FR,FR - France,AIB Member own country,6542925
EECS-Electricity,2019-01,2019,Jan,Qtr1,GB,GB - United Kingdom,NL,NL - Netherlands,Other,80172
EECS-Electricity,2019-01,2019,Jan,Qtr1,GB,GB - United Kingdom,NO,NO - Norway,Other,465589
EECS-Electricity,2019-01,2019,Jan,Qtr1,GR,GR - Greece,NO,NO - Norway,Other AIB member,13308
EECS-Electricity,2019-01,2019,Jan,Qtr1,HU,HU - Hungary,CZ,CZ - Czech Republic,Other AIB member,53564
EECS-Electricity,2019-01,2019,Jan,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,13849
EECS-Electricity,2019-01,2019,Jan,Qtr1,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,601900
EECS-Electricity,2019-01,2019,Jan,Qtr1,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,223716
EECS-Electricity,2019-01,2019,Jan,Qtr1,IT,IT - Italy,IT,IT - Italy,AIB Member own country,4792351
EECS-Electricity,2019-01,2019,Jan,Qtr1,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-01,2019,Jan,Qtr1,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,7500
EECS-Electricity,2019-01,2019,Jan,Qtr1,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,335125
EECS-Electricity,2019-01,2019,Jan,Qtr1,LV,LV - Latvia,NO,NO - Norway,Other AIB member,3120
EECS-Electricity,2019-01,2019,Jan,Qtr1,MT,MT - Malta,NO,NO - Norway,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-01,2019,Jan,Qtr1,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,7141579
EECS-Electricity,2019-01,2019,Jan,Qtr1,NO,NO - Norway,NO,NO - Norway,AIB Member own country,3560779
EECS-Electricity,2019-01,2019,Jan,Qtr1,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,148168
EECS-Electricity,2019-01,2019,Jan,Qtr1,PT,PT - Portugal,FI,FI - Finland,Other AIB member,2755
EECS-Electricity,2019-01,2019,Jan,Qtr1,PT,PT - Portugal,NO,NO - Norway,Other AIB member,12197
EECS-Electricity,2019-01,2019,Jan,Qtr1,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,39046
EECS-Electricity,2019-01,2019,Jan,Qtr1,RS,RS - Serbia,NO,NO - Norway,Other AIB member,28223
EECS-Electricity,2019-01,2019,Jan,Qtr1,RU,RU - Russian Federation,FI,FI - Finland,Other,5062
EECS-Electricity,2019-01,2019,Jan,Qtr1,RU,RU - Russian Federation,NO,NO - Norway,Other,47924
EECS-Electricity,2019-01,2019,Jan,Qtr1,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,11904596
EECS-Electricity,2019-01,2019,Jan,Qtr1,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,2098
EECS-Electricity,2019-01,2019,Jan,Qtr1,SK,SK - Slovakia,CZ,CZ - Czech Republic,Other AIB member,9200
EECS-Electricity,2019-01,2019,Jan,Qtr1,SK,SK - Slovakia,NO,NO - Norway,Other AIB member,11395
EECS-Electricity,2019-02,2019,Feb,Qtr1,AT,AT - Austria,AT,AT - Austria,AIB Member own country,1808676
EECS-Electricity,2019-02,2019,Feb,Qtr1,BE,BE - Belgium,FR,FR - France,Other AIB member,1
EECS-Electricity,2019-02,2019,Feb,Qtr1,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1681435
EECS-Electricity,2019-02,2019,Feb,Qtr1,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,253649
EECS-Electricity,2019-02,2019,Feb,Qtr1,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,310
EECS-Electricity,2019-02,2019,Feb,Qtr1,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,5698
EECS-Electricity,2019-02,2019,Feb,Qtr1,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,893296
EECS-Electricity,2019-02,2019,Feb,Qtr1,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,2958
EECS-Electricity,2019-02,2019,Feb,Qtr1,DE,DE - Germany,DE,DE - Germany,AIB Member own country,13715206
EECS-Electricity,2019-02,2019,Feb,Qtr1,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,1999898
EECS-Electricity,2019-02,2019,Feb,Qtr1,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,20276
EECS-Electricity,2019-02,2019,Feb,Qtr1,ES,ES - Spain,ES,ES - Spain,AIB Member own country,587143
EECS-Electricity,2019-02,2019,Feb,Qtr1,FI,FI - Finland,FI,FI - Finland,AIB Member own country,3546595
EECS-Electricity,2019-02,2019,Feb,Qtr1,FR,FR - France,FR,FR - France,AIB Member own country,5786561
EECS-Electricity,2019-02,2019,Feb,Qtr1,GB,GB - United Kingdom,DK,DK - Denmark,Other,83808
EECS-Electricity,2019-02,2019,Feb,Qtr1,GB,GB - United Kingdom,NL,NL - Netherlands,Other,835794
EECS-Electricity,2019-02,2019,Feb,Qtr1,GB,GB - United Kingdom,NO,NO - Norway,Other,151266
EECS-Electricity,2019-02,2019,Feb,Qtr1,GB,GB - United Kingdom,SE,SE - Sweden,Other,80152
EECS-Electricity,2019-02,2019,Feb,Qtr1,GR,GR - Greece,NO,NO - Norway,Other AIB member,9977
EECS-Electricity,2019-02,2019,Feb,Qtr1,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,549
EECS-Electricity,2019-02,2019,Feb,Qtr1,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,33500
EECS-Electricity,2019-02,2019,Feb,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,9375
EECS-Electricity,2019-02,2019,Feb,Qtr1,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,150026
EECS-Electricity,2019-02,2019,Feb,Qtr1,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,2788406
EECS-Electricity,2019-02,2019,Feb,Qtr1,IT,IT - Italy,IT,IT - Italy,AIB Member own country,5778395
EECS-Electricity,2019-02,2019,Feb,Qtr1,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-02,2019,Feb,Qtr1,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,432777
EECS-Electricity,2019-02,2019,Feb,Qtr1,LV,LV - Latvia,NO,NO - Norway,Other AIB member,1940
EECS-Electricity,2019-02,2019,Feb,Qtr1,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,4731717
EECS-Electricity,2019-02,2019,Feb,Qtr1,NO,NO - Norway,NO,NO - Norway,AIB Member own country,2128960
EECS-Electricity,2019-02,2019,Feb,Qtr1,PL,PL - Poland,CH,CH - Switzerland,EU/EEA/EC non AIB Member,3000
EECS-Electricity,2019-02,2019,Feb,Qtr1,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,48905
EECS-Electricity,2019-02,2019,Feb,Qtr1,PT,PT - Portugal,CH,CH - Switzerland,Other AIB member,431014
EECS-Electricity,2019-02,2019,Feb,Qtr1,PT,PT - Portugal,NO,NO - Norway,Other AIB member,86102
EECS-Electricity,2019-02,2019,Feb,Qtr1,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,16344
EECS-Electricity,2019-02,2019,Feb,Qtr1,RS,RS - Serbia,NO,NO - Norway,Other AIB member,4550
EECS-Electricity,2019-02,2019,Feb,Qtr1,RU,RU - Russian Federation,NO,NO - Norway,Other,55086
EECS-Electricity,2019-02,2019,Feb,Qtr1,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,6527125
EECS-Electricity,2019-02,2019,Feb,Qtr1,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,41170
EECS-Electricity,2019-02,2019,Feb,Qtr1,SK,SK - Slovakia,NO,NO - Norway,Other AIB member,5000
EECS-Electricity,2019-02,2019,Feb,Qtr1,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,626
EECS-Electricity,2019-03,2019,Mar,Qtr1,AT,AT - Austria,AT,AT - Austria,AIB Member own country,8587971
EECS-Electricity,2019-03,2019,Mar,Qtr1,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,955247
EECS-Electricity,2019-03,2019,Mar,Qtr1,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1336900
EECS-Electricity,2019-03,2019,Mar,Qtr1,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,2388710
EECS-Electricity,2019-03,2019,Mar,Qtr1,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,330
EECS-Electricity,2019-03,2019,Mar,Qtr1,BG,BG - Bulgaria,NO,NO - Norway,EU/EEA/EC non AIB Member,1199
EECS-Electricity,2019-03,2019,Mar,Qtr1,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,5776703
EECS-Electricity,2019-03,2019,Mar,Qtr1,CY,CY - Cyprus,DK,DK - Denmark,Other AIB member,103
EECS-Electricity,2019-03,2019,Mar,Qtr1,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,19898
EECS-Electricity,2019-03,2019,Mar,Qtr1,DE,DE - Germany,DE,DE - Germany,AIB Member own country,13641893
EECS-Electricity,2019-03,2019,Mar,Qtr1,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,1858573
EECS-Electricity,2019-03,2019,Mar,Qtr1,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,33167
EECS-Electricity,2019-03,2019,Mar,Qtr1,ES,ES - Spain,ES,ES - Spain,AIB Member own country,64083376
EECS-Electricity,2019-03,2019,Mar,Qtr1,FI,FI - Finland,FI,FI - Finland,AIB Member own country,8699993
EECS-Electricity,2019-03,2019,Mar,Qtr1,FR,FR - France,FR,FR - France,AIB Member own country,6543217
EECS-Electricity,2019-03,2019,Mar,Qtr1,GB,GB - United Kingdom,DK,DK - Denmark,Other,156983
EECS-Electricity,2019-03,2019,Mar,Qtr1,GB,GB - United Kingdom,NL,NL - Netherlands,Other,869136
EECS-Electricity,2019-03,2019,Mar,Qtr1,GB,GB - United Kingdom,NO,NO - Norway,Other,3606614
EECS-Electricity,2019-03,2019,Mar,Qtr1,GB,GB - United Kingdom,SE,SE - Sweden,Other,50811
EECS-Electricity,2019-03,2019,Mar,Qtr1,GR,GR - Greece,NO,NO - Norway,Other AIB member,3859
EECS-Electricity,2019-03,2019,Mar,Qtr1,HR,HR - Croatia,HR,HR - Croatia,AIB Member own country,1618093
EECS-Electricity,2019-03,2019,Mar,Qtr1,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,4500
EECS-Electricity,2019-03,2019,Mar,Qtr1,HU,HU - Hungary,NO,NO - Norway,Other AIB member,6227
EECS-Electricity,2019-03,2019,Mar,Qtr1,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,3132628
EECS-Electricity,2019-03,2019,Mar,Qtr1,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,866921
EECS-Electricity,2019-03,2019,Mar,Qtr1,IT,IT - Italy,IT,IT - Italy,AIB Member own country,35844238
EECS-Electricity,2019-03,2019,Mar,Qtr1,JP,JP - Japan,NO,NO - Norway,Other,1
EECS-Electricity,2019-03,2019,Mar,Qtr1,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,1
EECS-Electricity,2019-03,2019,Mar,Qtr1,LT,LT - Lithuania,DK,DK - Denmark,Other AIB member,1427
EECS-Electricity,2019-03,2019,Mar,Qtr1,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,246696
EECS-Electricity,2019-03,2019,Mar,Qtr1,LV,LV - Latvia,EE,EE - Estonia,Other AIB member,2392
EECS-Electricity,2019-03,2019,Mar,Qtr1,LV,LV - Latvia,NO,NO - Norway,Other AIB member,3160
EECS-Electricity,2019-03,2019,Mar,Qtr1,MC,MC - Monaco,FR,FR - France,Other,8
EECS-Electricity,2019-03,2019,Mar,Qtr1,NL,NL - Netherlands,NL,NL - Netherlands,Other,6897
EECS-Electricity,2019-03,2019,Mar,Qtr1,NO,NO - Norway,NO,NO - Norway,AIB Member own country,5343992
EECS-Electricity,2019-03,2019,Mar,Qtr1,PL,PL - Poland,DK,DK - Denmark,EU/EEA/EC non AIB Member,18000
EECS-Electricity,2019-03,2019,Mar,Qtr1,PL,PL - Poland,FI,FI - Finland,EU/EEA/EC non AIB Member,7475
EECS-Electricity,2019-03,2019,Mar,Qtr1,PL,PL - Poland,FR,FR - France,EU/EEA/EC non AIB Member,78
EECS-Electricity,2019-03,2019,Mar,Qtr1,PL,PL - Poland,NL,NL - Netherlands,EU/EEA/EC non AIB Member,300000
EECS-Electricity,2019-03,2019,Mar,Qtr1,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,19703
EECS-Electricity,2019-03,2019,Mar,Qtr1,PT,PT - Portugal,CH,CH - Switzerland,Other AIB member,41134
EECS-Electricity,2019-03,2019,Mar,Qtr1,PT,PT - Portugal,FR,FR - France,Other AIB member,40
EECS-Electricity,2019-03,2019,Mar,Qtr1,PT,PT - Portugal,NO,NO - Norway,Other AIB member,1721
EECS-Electricity,2019-03,2019,Mar,Qtr1,RO,RO - Romania,NO,NO - Norway,EU/EEA/EC non AIB Member,6101
EECS-Electricity,2019-03,2019,Mar,Qtr1,RU,RU - Russian Federation,FI,FI - Finland,Other,470
EECS-Electricity,2019-03,2019,Mar,Qtr1,RU,RU - Russian Federation,NO,NO - Norway,Other,23453
EECS-Electricity,2019-03,2019,Mar,Qtr1,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,17417042
EECS-Electricity,2019-03,2019,Mar,Qtr1,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,721291
EECS-Electricity,2019-03,2019,Mar,Qtr1,SK,SK - Slovakia,CZ,CZ - Czech Republic,Other AIB member,33299
EECS-Electricity,2019-03,2019,Mar,Qtr1,SK,SK - Slovakia,NO,NO - Norway,Other AIB member,18
EECS-Electricity,2019-03,2019,Mar,Qtr1,UA,UA - Ukraine,NO,NO - Norway,EU/EEA/EC non AIB Member,1269
EECS-Electricity,2019-03,2019,Mar,Qtr1,US,US - United States of America,NO,NO - Norway,Other,750
EECS-Electricity,2019-04,2019,Apr,Qtr2,AL,AL - Albania,NO,NO - Norway,EU/EEA/EC non AIB Member,18000
EECS-Electricity,2019-04,2019,Apr,Qtr2,AT,AT - Austria,AT,AT - Austria,AIB Member own country,39478842
EECS-Electricity,2019-04,2019,Apr,Qtr2,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,926026
EECS-Electricity,2019-04,2019,Apr,Qtr2,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,944383
EECS-Electricity,2019-04,2019,Apr,Qtr2,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,25119
EECS-Electricity,2019-04,2019,Apr,Qtr2,BG,BG - Bulgaria,CZ,CZ - Czech Republic,EU/EEA/EC non AIB Member,755
EECS-Electricity,2019-04,2019,Apr,Qtr2,BR,BR - Brazil,NO,NO - Norway,Other,1000
EECS-Electricity,2019-04,2019,Apr,Qtr2,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,15637916
EECS-Electricity,2019-04,2019,Apr,Qtr2,CL,CL - Chile,NO,NO - Norway,Other,45980
EECS-Electricity,2019-04,2019,Apr,Qtr2,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,29427
EECS-Electricity,2019-04,2019,Apr,Qtr2,DE,DE - Germany,DE,DE - Germany,AIB Member own country,17827675
EECS-Electricity,2019-04,2019,Apr,Qtr2,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,21475
EECS-Electricity,2019-04,2019,Apr,Qtr2,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,33003
EECS-Electricity,2019-04,2019,Apr,Qtr2,FI,FI - Finland,FI,FI - Finland,AIB Member own country,720760
EECS-Electricity,2019-04,2019,Apr,Qtr2,FR,FR - France,FR,FR - France,AIB Member own country,6607302
EECS-Electricity,2019-04,2019,Apr,Qtr2,GB,GB - United Kingdom,DK,DK - Denmark,Other,295213
EECS-Electricity,2019-04,2019,Apr,Qtr2,GB,GB - United Kingdom,NL,NL - Netherlands,Other,654552
EECS-Electricity,2019-04,2019,Apr,Qtr2,GB,GB - United Kingdom,NO,NO - Norway,Other,2017927
EECS-Electricity,2019-04,2019,Apr,Qtr2,GB,GB - United Kingdom,SE,SE - Sweden,Other,12221
EECS-Electricity,2019-04,2019,Apr,Qtr2,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,117618
EECS-Electricity,2019-04,2019,Apr,Qtr2,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2019-04,2019,Apr,Qtr2,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,989
EECS-Electricity,2019-04,2019,Apr,Qtr2,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,823341
EECS-Electricity,2019-04,2019,Apr,Qtr2,LV,LV - Latvia,EE,EE - Estonia,Other AIB member,744
EECS-Electricity,2019-04,2019,Apr,Qtr2,MC,MC - Monaco,FR,FR - France,Other,8
EECS-Electricity,2019-04,2019,Apr,Qtr2,NL,NL - Netherlands,NL,NL - Netherlands,Other,6897
EECS-Electricity,2019-04,2019,Apr,Qtr2,NO,NO - Norway,NO,NO - Norway,AIB Member own country,1587192
EECS-Electricity,2019-04,2019,Apr,Qtr2,PE,PE - Peru,NO,NO - Norway,Other,8000
EECS-Electricity,2019-04,2019,Apr,Qtr2,PT,PT - Portugal,CH,CH - Switzerland,Other AIB member,563
EECS-Electricity,2019-04,2019,Apr,Qtr2,PT,PT - Portugal,NO,NO - Norway,Other AIB member,20999
EECS-Electricity,2019-04,2019,Apr,Qtr2,RS,RS - Serbia,NO,NO - Norway,Other AIB member,4
EECS-Electricity,2019-04,2019,Apr,Qtr2,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,1874261
EECS-Electricity,2019-04,2019,Apr,Qtr2,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,17084
EECS-Electricity,2019-04,2019,Apr,Qtr2,US,US - United States of America,NO,NO - Norway,Other,36000
EECS-Electricity,2019-05,2019,May,Qtr2,AT,AT - Austria,AT,AT - Austria,AIB Member own country,1536530
EECS-Electricity,2019-05,2019,May,Qtr2,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,206089
EECS-Electricity,2019-05,2019,May,Qtr2,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1370576
EECS-Electricity,2019-05,2019,May,Qtr2,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,443361
EECS-Electricity,2019-05,2019,May,Qtr2,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,27484856
EECS-Electricity,2019-05,2019,May,Qtr2,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,25375
EECS-Electricity,2019-05,2019,May,Qtr2,DE,DE - Germany,DE,DE - Germany,AIB Member own country,6643218
EECS-Electricity,2019-05,2019,May,Qtr2,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,20856
EECS-Electricity,2019-05,2019,May,Qtr2,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,12189
EECS-Electricity,2019-05,2019,May,Qtr2,FI,FI - Finland,FI,FI - Finland,AIB Member own country,311956
EECS-Electricity,2019-05,2019,May,Qtr2,FR,FR - France,FR,FR - France,AIB Member own country,2095409
EECS-Electricity,2019-05,2019,May,Qtr2,GB,GB - United Kingdom,CH,CH - Switzerland,Other,328586
EECS-Electricity,2019-05,2019,May,Qtr2,GB,GB - United Kingdom,DK,DK - Denmark,Other,1684881
EECS-Electricity,2019-05,2019,May,Qtr2,GB,GB - United Kingdom,EE,EE - Estonia,Other,48
EECS-Electricity,2019-05,2019,May,Qtr2,GB,GB - United Kingdom,NL,NL - Netherlands,Other,1023881
EECS-Electricity,2019-05,2019,May,Qtr2,GB,GB - United Kingdom,NO,NO - Norway,Other,4341897
EECS-Electricity,2019-05,2019,May,Qtr2,GB,GB - United Kingdom,SE,SE - Sweden,Other,47258
EECS-Electricity,2019-05,2019,May,Qtr2,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,92649
EECS-Electricity,2019-05,2019,May,Qtr2,IT,IT - Italy,IT,IT - Italy,AIB Member own country,7197
EECS-Electricity,2019-05,2019,May,Qtr2,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2019-05,2019,May,Qtr2,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,320
EECS-Electricity,2019-05,2019,May,Qtr2,LU,LU - Luxembourg,LU,LU - Luxembourg,AIB Member own country,1085053
EECS-Electricity,2019-05,2019,May,Qtr2,LV,LV - Latvia,EE,EE - Estonia,Other AIB member,1112
EECS-Electricity,2019-05,2019,May,Qtr2,LV,LV - Latvia,FI,FI - Finland,Other AIB member,26
EECS-Electricity,2019-05,2019,May,Qtr2,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,4417810
EECS-Electricity,2019-05,2019,May,Qtr2,NO,NO - Norway,NO,NO - Norway,AIB Member own country,534926
EECS-Electricity,2019-05,2019,May,Qtr2,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,3074003
EECS-Electricity,2019-05,2019,May,Qtr2,SI,SI - Slovenia,SI,SI - Slovenia,AIB Member own country,13258
EECS-Electricity,2019-06,2019,Jun,Qtr2,AT,AT - Austria,AT,AT - Austria,AIB Member own country,160125
EECS-Electricity,2019-06,2019,Jun,Qtr2,BE,BEB - Belgium (Brussels),BE,BEB - Belgium (Brussels),AIB Member own country,544698
EECS-Electricity,2019-06,2019,Jun,Qtr2,BE,BEF - Belgium (Flanders),BE,BEF - Belgium (Flanders),AIB Member own country,1341709
EECS-Electricity,2019-06,2019,Jun,Qtr2,BE,BEW - Belgium (Wallonia),BE,BEW - Belgium (Wallonia),AIB Member own country,36363
EECS-Electricity,2019-06,2019,Jun,Qtr2,CH,CH - Switzerland,CH,CH - Switzerland,AIB Member own country,752486
EECS-Electricity,2019-06,2019,Jun,Qtr2,CZ,CZ - Czech Republic,CZ,CZ - Czech Republic,AIB Member own country,9576
EECS-Electricity,2019-06,2019,Jun,Qtr2,DE,DE - Germany,DE,DE - Germany,AIB Member own country,4664211
EECS-Electricity,2019-06,2019,Jun,Qtr2,DK,DK - Denmark,DK,DK - Denmark,AIB Member own country,22812
EECS-Electricity,2019-06,2019,Jun,Qtr2,EE,EE - Estonia,EE,EE - Estonia,AIB Member own country,6090
EECS-Electricity,2019-06,2019,Jun,Qtr2,FI,FI - Finland,FI,FI - Finland,AIB Member own country,443609
EECS-Electricity,2019-06,2019,Jun,Qtr2,FR,FR - France,FR,FR - France,AIB Member own country,2135830
EECS-Electricity,2019-06,2019,Jun,Qtr2,GB,GB - United Kingdom,CH,CH - Switzerland,Other,225304
EECS-Electricity,2019-06,2019,Jun,Qtr2,GB,GB - United Kingdom,DK,DK - Denmark,Other,36062
EECS-Electricity,2019-06,2019,Jun,Qtr2,GB,GB - United Kingdom,NL,NL - Netherlands,Other,473530
EECS-Electricity,2019-06,2019,Jun,Qtr2,GB,GB - United Kingdom,NO,NO - Norway,Other,20872677
EECS-Electricity,2019-06,2019,Jun,Qtr2,GR,GR - Greece,NO,NO - Norway,Other AIB member,7481
EECS-Electricity,2019-06,2019,Jun,Qtr2,HU,HU - Hungary,CH,CH - Switzerland,Other AIB member,19000
EECS-Electricity,2019-06,2019,Jun,Qtr2,HU,HU - Hungary,NO,NO - Norway,Other AIB member,3525
EECS-Electricity,2019-06,2019,Jun,Qtr2,IE,IE - Ireland,IE,IE - Ireland,AIB Member own country,713889
EECS-Electricity,2019-06,2019,Jun,Qtr2,IS,IS - Iceland,IS,IS - Iceland,AIB Member own country,100
EECS-Electricity,2019-06,2019,Jun,Qtr2,IT,IT - Italy,IT,IT - Italy,AIB Member own country,164339
EECS-Electricity,2019-06,2019,Jun,Qtr2,LI,LI - Liechtenstein,CH,CH - Switzerland,EU/EEA/EC non AIB Member,2
EECS-Electricity,2019-06,2019,Jun,Qtr2,LT,LT - Lithuania,LT,LT - Lithuania,AIB Member own country,10334
EECS-Electricity,2019-06,2019,Jun,Qtr2,LV,LV - Latvia,EE,EE - Estonia,Other AIB member,1086
EECS-Electricity,2019-06,2019,Jun,Qtr2,LV,LV - Latvia,NO,NO - Norway,Other AIB member,1125
EECS-Electricity,2019-06,2019,Jun,Qtr2,NL,NL - Netherlands,NL,NL - Netherlands,AIB Member own country,3901231
EECS-Electricity,2019-06,2019,Jun,Qtr2,NO,NO - Norway,NO,NO - Norway,AIB Member own country,2562487
EECS-Electricity,2019-06,2019,Jun,Qtr2,PL,PL - Poland,NO,NO - Norway,EU/EEA/EC non AIB Member,11080
EECS-Electricity,2019-06,2019,Jun,Qtr2,PT,PT - Portugal,CH,CH - Switzerland,Other AIB member,2125
EECS-Electricity,2019-06,2019,Jun,Qtr2,PT,PT - Portugal,NO,NO - Norway,Other AIB member,2
EECS-Electricity,2019-06,2019,Jun,Qtr2,RU,RU - Russian Federation,FI,FI - Finland,Other,31000
EECS-Electricity,2019-06,2019,Jun,Qtr2,SE,SE - Sweden,SE,SE - Sweden,AIB Member own country,3458640
