Country/area,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
Estonia,Renewable hydropower,Electricity capacity (MW),2.00,2.00,3.00,4.00,4.00,5.00,5.00,5.00,5.00,7.00,6.00,5.00,8.00,8.00,5.00,6.00,6.00,7.30,7.30,6.00,8.00,9.00,
Estonia,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Estonia,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Estonia,Wind,Electricity capacity (MW),0.00,0.00,1.00,3.00,7.00,31.00,31.00,50.00,77.00,104.00,108.00,180.00,266.00,248.00,275.00,300.00,310.00,311.80,310.00,316.00,317.00,317.00,
Estonia,Onshore wind energy,Electricity capacity (MW),,,1.00,3.00,7.00,31.00,31.00,50.00,77.00,104.00,108.00,180.00,266.00,248.00,275.00,300.00,310.00,311.80,310.00,316.00,317.00,317.00,
Estonia,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Estonia,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.38,1.50,3.34,6.50,10.00,15.00,31.90,120.60,207.67,413.70,
Estonia,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.20,0.38,1.50,3.34,6.50,10.00,15.00,31.90,120.60,207.67,413.70,
Estonia,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Estonia,Bioenergy,Electricity capacity (MW),5.00,5.00,6.00,11.00,11.00,12.00,12.00,12.00,12.00,60.00,142.00,149.00,167.00,261.00,278.00,281.00,281.00,281.00,259.35,272.90,296.00,249.00,
Estonia,Solid biofuels,Electricity capacity (MW),5.00,5.00,5.00,10.00,10.00,10.00,10.00,10.00,10.00,58.00,138.00,145.00,163.00,255.00,270.00,270.00,270.00,270.00,250.00,265.00,285.00,238.00,
Estonia,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Estonia,Renewable municipal waste,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00,105.00,105.00,105.00,105.00,85.00,85.00,85.00,83.00,
Estonia,Other solid biofuels,Electricity capacity (MW),5.00,5.00,5.00,10.00,10.00,10.00,10.00,10.00,10.00,58.00,138.00,145.00,163.00,150.00,165.00,165.00,165.00,165.00,165.00,180.00,200.00,155.00,
Estonia,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Estonia,Biogas,Electricity capacity (MW),0.00,0.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,4.00,4.00,4.00,6.00,8.00,11.00,11.00,11.00,9.35,7.90,11.00,11.00,
Estonia,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Finland,Total renewable energy,Electricity capacity (MW),4462.00,4619.00,4660.00,4784.00,4861.00,4926.00,4959.00,5067.00,5007.00,4931.00,5011.00,5166.00,5213.00,5516.00,5747.00,6142.00,6746.00,7512.00,7563.00,7890.00,8774.00,9629.00,
Finland,Hydropower,Electricity capacity (MW),2882.00,2926.00,2964.00,2966.00,2999.00,3035.00,3062.00,3102.00,3006.00,3029.00,3039.00,3080.00,3080.00,3108.00,3132.00,3133.00,3133.00,3156.00,3152.00,3157.00,3164.00,3178.00,
Finland,Renewable hydropower,Electricity capacity (MW),2882.00,2926.00,2964.00,2966.00,2999.00,3035.00,3062.00,3102.00,3006.00,3029.00,3039.00,3080.00,3080.00,3108.00,3132.00,3133.00,3133.00,3156.00,3152.00,3157.00,3164.00,3178.00,
Finland,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Finland,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Finland,Wind,Electricity capacity (MW),38.00,39.00,43.00,52.00,82.00,82.00,86.00,110.00,143.00,147.00,197.00,199.00,257.00,447.00,627.00,1005.00,1565.00,2044.00,2041.00,2284.00,2586.00,3257.00,
Finland,Onshore wind energy,Electricity capacity (MW),38.00,39.00,43.00,52.00,82.00,82.00,86.00,110.00,119.00,123.00,170.70,172.70,230.70,420.70,600.70,973.00,1533.00,1971.30,1968.30,2211.00,2513.00,3184.00,
Finland,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,24.00,26.30,26.30,26.30,26.30,26.30,32.00,32.00,72.70,72.70,73.00,73.00,73.00,
Finland,Solar,Electricity capacity (MW),2.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,6.00,6.00,7.00,7.00,8.00,9.00,11.00,17.00,39.00,82.00,140.00,222.00,318.00,404.00,
Finland,Solar photovoltaic,Electricity capacity (MW),2.00,3.00,3.00,3.00,4.00,4.00,5.00,5.00,6.00,6.00,7.00,7.00,8.00,9.00,11.00,17.00,39.00,82.00,140.00,222.00,318.00,404.00,
Finland,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Finland,Bioenergy,Electricity capacity (MW),1540.00,1651.00,1650.00,1763.00,1776.00,1805.00,1806.00,1850.00,1852.00,1749.00,1768.00,1880.00,1868.00,1952.00,1977.00,1987.00,2009.00,2230.00,2230.00,2227.00,2706.00,2790.00,
Finland,Solid biofuels,Electricity capacity (MW),1531.00,1643.00,1641.00,1752.00,1765.00,1796.00,1794.00,1839.00,1839.00,1736.00,1738.00,1835.00,1822.00,1864.00,1877.00,1885.00,1895.00,2114.00,2114.00,2111.00,2590.00,2674.00,
Finland,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Finland,Renewable municipal waste,Electricity capacity (MW),31.00,43.00,41.00,52.00,65.00,76.00,64.00,82.00,84.00,83.00,85.00,76.00,95.00,113.00,126.00,134.00,148.00,148.00,148.00,148.00,148.00,197.00,
Finland,Other solid biofuels,Electricity capacity (MW),1500.00,1600.00,1600.00,1700.00,1700.00,1720.00,1730.00,1757.00,1755.00,1653.00,1653.00,1759.00,1727.00,1751.00,1751.00,1751.00,1747.00,1966.00,1966.00,1963.00,2442.00,2477.00,
Finland,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Finland,Biogas,Electricity capacity (MW),9.00,8.00,9.00,11.00,11.00,9.00,12.00,11.00,13.00,13.00,30.00,45.00,46.00,88.00,100.00,102.00,114.00,116.00,116.00,116.00,116.00,116.00,
Finland,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
France,Total renewable energy,Electricity capacity (MW),23987.00,24069.00,24313.50,24426.50,24508.50,24881.00,25650.50,26542.00,27800.50,29292.50,31716.50,34791.53,37094.50,38691.94,40562.73,42798.97,44845.39,47820.33,50538.82,53462.55,55573.90,59545.90,
France,Hydropower,Electricity capacity (MW),25154.00,25179.00,25278.00,25230.00,25117.00,25130.00,25142.00,25155.00,25120.00,25208.00,25425.00,25642.37,25656.72,25646.15,25577.06,25551.83,25620.85,25706.94,25726.94,25868.59,25712.36,25712.36,
France,Renewable hydropower,Electricity capacity (MW),23297.00,23322.00,23421.00,23429.00,23316.00,23329.00,23341.00,23354.00,23312.00,23400.00,23617.00,23834.71,23849.06,23838.49,23849.40,23824.17,23893.15,23979.24,23999.24,24140.89,23984.70,23984.70,
France,Pumped storage,Electricity capacity (MW),1857.00,1857.00,1857.00,1801.00,1801.00,1801.00,1801.00,1801.00,1808.00,1808.00,1808.00,1807.66,1807.66,1807.66,1727.66,1727.66,1727.70,1727.70,1727.70,1727.70,1727.66,1727.66,
France,Marine,Electricity capacity (MW),213.00,215.00,218.00,219.00,218.00,216.00,215.00,215.00,218.00,216.00,216.00,214.73,215.91,218.49,220.01,218.33,220.22,218.87,218.00,214.07,211.77,211.77,
France,Wind,Electricity capacity (MW),38.00,66.00,138.00,218.00,358.00,690.00,1412.00,2223.00,3403.00,4582.00,5912.00,6758.02,7607.50,8155.96,9201.43,10298.18,11566.56,13499.36,14900.15,16456.85,17484.00,18676.00,
France,Onshore wind energy,Electricity capacity (MW),38.00,66.00,138.00,218.00,358.00,690.00,1412.00,2223.00,3403.00,4582.00,5912.00,6758.02,7607.50,8155.96,9201.43,10298.18,11566.56,13497.36,14898.15,16454.85,17482.00,18674.00,
France,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,2.00,
France,Solar,Electricity capacity (MW),7.00,7.00,8.00,9.00,11.00,13.00,15.00,26.00,80.00,277.00,1044.00,3003.57,4358.75,5277.29,6034.42,7137.52,7702.08,8610.44,9672.30,10816.87,12031.23,14718.23,
France,Solar photovoltaic,Electricity capacity (MW),7.00,7.00,8.00,9.00,11.00,13.00,15.00,26.00,80.00,277.00,1044.00,3003.57,4358.75,5277.29,6034.42,7137.52,7702.08,8610.44,9672.30,10807.87,12022.23,14709.23,
France,Concentrated solar power,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,9.00,9.00,
France,Bioenergy,Electricity capacity (MW),432.00,459.00,528.50,551.50,605.50,633.00,667.50,724.00,787.50,817.50,927.50,965.61,1049.79,1186.72,1242.48,1306.02,1447.22,1496.27,1732.99,1817.71,1846.05,1939.05,
France,Solid biofuels,Electricity capacity (MW),398.00,424.00,462.50,482.50,532.50,549.00,577.50,617.00,660.50,658.50,756.50,752.32,794.12,888.81,900.39,919.92,1034.41,1051.83,1268.03,1317.85,1298.94,1361.94,
France,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
France,Renewable municipal waste,Electricity capacity (MW),216.00,235.00,272.50,292.50,330.50,338.00,364.50,372.00,409.50,410.50,403.50,422.26,434.60,442.38,439.83,394.41,424.06,428.79,441.06,444.33,452.42,452.42,
France,Other solid biofuels,Electricity capacity (MW),182.00,189.00,190.00,190.00,202.00,211.00,213.00,245.00,251.00,248.00,353.00,330.06,359.53,446.44,460.56,525.51,610.34,623.04,826.97,873.52,846.51,909.51,
France,Liquid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.69,3.65,0.13,0.05,0.14,14.57,14.57,
France,Biogas,Electricity capacity (MW),34.00,35.00,66.00,69.00,73.00,84.00,90.00,107.00,127.00,159.00,171.00,213.29,255.66,297.90,342.09,383.41,409.16,444.31,464.92,499.73,532.55,562.55,
France,Geothermal,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,13.50,15.00,15.00,14.75,16.15,16.15,16.15,16.15,16.15,16.15,
Germany,Total renewable energy,Electricity capacity (MW),11806.50,14827.50,18361.50,21658.00,24875.70,28475.20,32218.70,35427.00,38448.00,47233.50,56545.00,67421.00,78149.50,83766.00,90325.00,97851.00,104435.50,112514.00,118904.50,125068.00,131731.00,138151.00,
Germany,Hydropower,Electricity capacity (MW),9485.00,9393.00,9589.00,9284.00,10104.00,10858.00,10842.00,10833.00,10805.00,11238.00,11218.00,11436.00,11257.00,11239.00,11234.00,11255.00,11207.00,11120.00,10684.00,10733.00,10792.00,10653.00,
Germany,Renewable hydropower,Electricity capacity (MW),4831.00,4831.00,4937.00,4953.00,5186.00,5210.00,5193.00,5137.00,5164.00,5340.00,5407.00,5625.00,5607.00,5589.00,5580.00,5589.00,5629.00,5627.00,5329.00,5378.00,5438.00,5441.00,
Germany,Pumped storage,Electricity capacity (MW),4654.00,4562.00,4652.00,4331.00,4918.00,5648.00,5649.00,5696.00,5641.00,5898.00,5811.00,5811.00,5650.00,5650.00,5654.00,5666.00,5578.00,5493.00,5355.00,5355.00,5354.00,5212.00,
Germany,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Germany,Wind,Electricity capacity (MW),6095.00,8754.00,12001.00,14381.00,16419.00,18248.00,20474.00,22116.00,22794.00,25732.00,26903.00,28712.00,30979.00,33477.00,38614.00,44580.00,49435.00,55580.00,58721.00,60742.00,62188.00,63760.00,
Germany,Onshore wind energy,Electricity capacity (MW),6095.00,8754.00,12001.00,14381.00,16419.00,18248.00,20474.00,22116.00,22794.00,25697.00,26823.00,28524.00,30711.00,32969.00,37620.00,41297.00,45303.00,50174.00,52328.00,53187.00,54414.00,56013.00,
Germany,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,80.00,188.00,268.00,508.00,994.00,3283.00,4132.00,5406.00,6393.00,7555.00,7774.00,7747.00,
Germany,Solar,Electricity capacity (MW),114.00,195.00,260.00,435.00,1105.00,2056.00,2899.00,4170.00,6120.00,10566.00,18006.00,25916.00,34077.00,36710.00,37900.00,39224.00,40679.00,42293.00,45158.00,48914.00,53721.00,58461.00,
Germany,Solar photovoltaic,Electricity capacity (MW),114.00,195.00,260.00,435.00,1105.00,2056.00,2899.00,4170.00,6120.00,10564.00,18004.00,25914.00,34075.00,36708.00,37898.00,39222.00,40677.00,42291.00,45156.00,48912.00,53719.00,58459.00,
Germany,Concentrated solar power,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,
Germany,Bioenergy,Electricity capacity (MW),766.50,1047.50,1163.50,1889.00,2165.50,2961.00,3652.50,4001.00,4367.00,5589.50,6222.00,7162.00,7470.50,7964.00,8202.00,8429.00,8659.50,8982.00,9661.50,9994.00,10344.00,10449.00,
Germany,Solid biofuels,Electricity capacity (MW),421.50,482.50,577.50,1310.00,1491.50,1805.00,2047.50,2045.00,2141.00,2190.50,2264.00,2297.00,2272.50,2553.00,2533.00,2554.00,2578.50,2605.00,2647.50,2682.00,2648.00,2607.00,
Germany,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Germany,Renewable municipal waste,Electricity capacity (MW),292.50,292.50,292.50,451.00,471.50,587.00,636.50,614.00,684.00,720.50,762.00,743.00,714.50,930.00,944.00,962.00,978.50,1004.00,1062.50,1084.00,1051.00,1010.00,
Germany,Other solid biofuels,Electricity capacity (MW),129.00,190.00,285.00,859.00,1020.00,1218.00,1411.00,1431.00,1457.00,1470.00,1502.00,1554.00,1558.00,1623.00,1589.00,1592.00,1600.00,1601.00,1585.00,1598.00,1597.00,1597.00,
Germany,Liquid biofuels,Electricity capacity (MW),0.00,5.00,6.00,18.00,21.00,60.00,177.00,295.00,341.00,412.00,410.00,345.00,277.00,263.00,232.00,232.00,231.00,230.00,230.00,231.00,231.00,231.00,
Germany,Biogas,Electricity capacity (MW),345.00,560.00,580.00,561.00,653.00,1096.00,1428.00,1661.00,1885.00,2987.00,3548.00,4520.00,4921.00,5148.00,5437.00,5643.00,5850.00,6147.00,6784.00,7081.00,7465.00,7611.00,
Germany,Geothermal,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.20,0.20,0.20,3.00,3.00,6.00,7.00,6.00,16.00,26.00,29.00,29.00,33.00,32.00,35.00,40.00,40.00,40.00,
Greece,Total renewable energy,Electricity capacity (MW),3299.00,3369.00,3388.00,3473.00,3594.00,3622.00,3912.00,4044.00,4250.00,4458.00,4756.00,5521.00,6570.00,7672.00,8010.00,8138.00,8424.00,8685.61,9020.10,9922.67,10921.38,11519.66,
Greece,Hydropower,Electricity capacity (MW),3072.00,3076.00,3078.00,3079.00,3099.00,3106.00,3134.00,3150.00,3176.00,3201.00,3215.00,3224.00,3236.00,3238.00,3389.00,3392.00,3392.00,3392.00,3409.00,3412.00,3417.00,3424.00,
Greece,Renewable hydropower,Electricity capacity (MW),3072.00,3076.00,3078.00,3079.00,3099.00,3106.00,3134.00,3150.00,3176.00,3201.00,3215.00,3224.00,3236.00,3238.00,3389.00,3392.00,3392.00,3392.00,3409.00,3412.00,3417.00,3424.00,
Greece,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Greece,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Greece,Wind,Electricity capacity (MW),226.00,270.00,287.00,371.00,470.00,491.00,749.00,846.00,1022.00,1171.00,1298.00,1640.00,1753.00,1809.00,1978.00,2091.00,2370.00,2624.00,2877.50,3589.00,4119.25,4457.25,
Greece,Onshore wind energy,Electricity capacity (MW),226.00,270.00,287.00,371.00,470.00,491.00,749.00,846.00,1022.00,1171.00,1298.00,1640.00,1753.00,1809.00,1978.00,2091.00,2370.00,2624.00,2877.50,3589.00,4119.25,4457.25,
Greece,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Greece,Solar,Electricity capacity (MW),0.00,1.00,1.00,1.00,1.00,1.00,5.00,9.00,12.00,46.00,202.00,612.00,1536.00,2579.00,2596.00,2604.00,2604.00,2605.53,2651.57,2833.79,3287.72,3530.00,
Greece,Solar photovoltaic,Electricity capacity (MW),0.00,1.00,1.00,1.00,1.00,1.00,5.00,9.00,12.00,46.00,202.00,612.00,1536.00,2579.00,2596.00,2604.00,2604.00,2605.53,2651.57,2833.79,3287.72,3530.00,
Greece,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Greece,Bioenergy,Electricity capacity (MW),1.00,22.00,22.00,22.00,24.00,24.00,24.00,39.00,40.00,40.00,41.00,45.00,45.00,46.00,47.00,51.00,58.00,64.08,82.03,87.87,97.41,108.41,
Greece,Solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.56,11.88,13.11,14.11,14.11,
Greece,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Greece,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Greece,Other solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.56,11.88,13.11,14.11,14.11,
Greece,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Greece,Biogas,Electricity capacity (MW),1.00,22.00,22.00,22.00,24.00,24.00,24.00,39.00,40.00,40.00,41.00,45.00,45.00,46.00,47.00,49.00,56.00,61.52,70.15,74.76,83.30,94.30,
Greece,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Hungary,Total renewable energy,Electricity capacity (MW),66.00,67.00,107.50,113.50,257.50,421.00,432.50,456.40,582.00,766.00,862.00,890.00,724.00,749.00,1024.00,1076.50,1048.00,1224.00,1629.50,2287.50,3022.00,3022.26,
Hungary,Hydropower,Electricity capacity (MW),48.00,48.00,48.00,54.00,49.00,49.00,49.00,49.00,51.00,53.00,53.00,55.00,56.00,57.00,57.00,57.00,57.00,57.00,57.00,58.00,58.00,58.00,
Hungary,Renewable hydropower,Electricity capacity (MW),48.00,48.00,48.00,54.00,49.00,49.00,49.00,49.00,51.00,53.00,53.00,55.00,56.00,57.00,57.00,57.00,57.00,57.00,57.00,58.00,58.00,58.00,
Hungary,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Hungary,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Hungary,Wind,Electricity capacity (MW),0.00,1.00,1.00,3.00,3.00,17.00,33.00,61.00,134.00,203.00,293.00,331.00,325.00,329.00,329.00,329.00,329.00,329.00,329.00,323.00,321.00,321.00,
Hungary,Onshore wind energy,Electricity capacity (MW),,1.00,1.00,3.00,3.00,17.00,33.00,61.00,134.00,203.00,293.00,331.00,325.00,329.00,329.00,329.00,329.00,329.00,329.00,323.00,321.00,321.00,
Hungary,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Hungary,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.00,1.00,2.00,4.00,12.00,35.00,89.00,172.00,235.00,344.00,728.00,1400.00,2131.00,2131.00,
Hungary,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,1.00,1.00,2.00,4.00,12.00,35.00,89.00,172.00,235.00,344.00,728.00,1400.00,2131.00,2131.00,
Hungary,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Hungary,Bioenergy,Electricity capacity (MW),18.00,18.00,58.50,56.50,205.50,355.00,350.50,346.00,396.00,509.00,514.00,500.00,331.00,328.00,549.00,518.50,427.00,491.00,512.50,503.50,509.00,509.26,
Hungary,Solid biofuels,Electricity capacity (MW),17.00,17.00,56.50,52.50,201.50,349.00,342.50,327.00,377.00,485.00,490.00,455.00,278.00,265.00,486.00,446.50,351.00,409.00,436.50,424.50,424.00,424.00,
Hungary,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Hungary,Renewable municipal waste,Electricity capacity (MW),12.00,12.00,12.50,12.50,12.50,12.00,14.50,21.00,21.00,21.00,21.00,19.00,18.00,18.00,19.00,24.50,29.00,23.00,22.50,22.50,27.00,27.00,
Hungary,Other solid biofuels,Electricity capacity (MW),5.00,5.00,44.00,40.00,189.00,337.00,328.00,306.00,356.00,464.00,469.00,436.00,260.00,247.00,467.00,422.00,322.00,386.00,414.00,402.00,397.00,397.00,
Hungary,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Hungary,Biogas,Electricity capacity (MW),1.00,1.00,2.00,4.00,4.00,6.00,8.00,19.00,19.00,24.00,24.00,45.00,53.00,63.00,63.00,72.00,76.00,82.00,76.00,79.00,85.00,85.26,
Hungary,Geothermal,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,3.00,3.00,3.00,
Iceland,Total renewable energy,Electricity capacity (MW),1236.00,1311.00,1357.00,1357.00,1366.00,1396.00,1586.50,2244.50,2455.50,2451.50,2458.00,2549.00,2542.64,2651.92,2653.14,2657.54,2658.53,2711.47,2861.96,2869.42,2879.38,2879.38,
Iceland,Hydropower,Electricity capacity (MW),1064.00,1109.00,1155.00,1155.00,1163.00,1163.00,1163.00,1758.00,1879.00,1875.00,1883.00,1884.00,1877.00,1984.00,1984.00,1987.00,1987.00,1994.75,2098.72,2104.46,2114.42,2114.42,
Iceland,Renewable hydropower,Electricity capacity (MW),1064.00,1109.00,1155.00,1155.00,1163.00,1163.00,1163.00,1758.00,1879.00,1875.00,1883.00,1884.00,1877.00,1984.00,1984.00,1987.00,1987.00,1994.75,2098.72,2104.46,2114.42,2114.42,
Iceland,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Iceland,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Iceland,Wind,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,3.00,3.00,2.43,2.40,2.40,1.80,1.80,
Iceland,Onshore wind energy,Electricity capacity (MW),,,,,,,,,0.00,0.00,0.00,0.00,0.00,2.00,3.00,3.00,3.00,2.43,2.40,2.40,1.80,1.80,
Iceland,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Iceland,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.92,1.14,2.54,3.53,4.33,5.28,7.00,7.00,7.00,
Iceland,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.92,1.14,2.54,3.53,4.33,5.28,7.00,7.00,7.00,
Iceland,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Iceland,Bioenergy,Electricity capacity (MW),0.00,0.00,0.00,0.00,1.00,1.00,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Iceland,Solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Iceland,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Iceland,Renewable municipal waste,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Iceland,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Iceland,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Iceland,Biogas,Electricity capacity (MW),0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Iceland,Geothermal,Electricity capacity (MW),172.00,202.00,202.00,202.00,202.00,232.00,422.00,485.00,575.00,575.00,575.00,665.00,665.00,665.00,665.00,665.00,665.00,709.96,755.56,755.56,756.16,756.16,
Ireland,Total renewable energy,Electricity capacity (MW),367.50,375.90,389.80,465.30,593.40,747.30,937.50,1003.15,1210.40,1520.89,1664.18,1867.24,1999.09,2227.21,2591.56,2760.19,3116.78,3675.78,4045.69,4529.08,4744.01,4813.03,
Ireland,Hydropower,Electricity capacity (MW),528.00,530.00,532.00,532.00,532.00,526.00,526.00,526.00,526.00,526.00,237.00,237.00,529.00,529.00,529.00,529.00,529.00,529.00,529.00,529.00,529.00,529.23,
Ireland,Renewable hydropower,Electricity capacity (MW),236.00,238.00,240.00,240.00,240.00,234.00,234.00,234.00,234.00,234.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.00,237.23,
Ireland,Pumped storage,Electricity capacity (MW),292.00,292.00,292.00,292.00,292.00,292.00,292.00,292.00,292.00,292.00,0.00,0.00,292.00,292.00,292.00,292.00,292.00,292.00,292.00,292.00,292.00,292.00,
Ireland,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Ireland,Wind,Electricity capacity (MW),116.50,122.90,134.80,210.30,336.40,493.30,676.50,740.50,942.30,1251.30,1390.40,1584.60,1704.35,1923.30,2283.25,2451.15,2801.65,3319.15,3673.85,4126.45,4306.70,4332.05,
Ireland,Onshore wind energy,Electricity capacity (MW),116.50,122.90,134.80,210.30,311.20,468.10,651.30,715.30,917.10,1226.10,1365.20,1559.40,1679.15,1898.10,2258.05,2425.95,2776.45,3293.95,3648.65,4101.25,4281.50,4306.85,
Ireland,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,
Ireland,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.69,0.79,0.94,1.02,1.63,2.35,5.93,16.81,31.57,58.36,92.84,136.29,
