Country/area,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,
Poland,Biogas,Electricity capacity (MW),9.00,12.00,14.00,17.00,24.00,30.00,32.00,40.00,52.00,68.00,81.00,102.00,128.00,153.00,187.00,216.00,225.00,229.22,225.45,232.86,261.00,261.00,
Poland,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Portugal,Total renewable energy,Electricity capacity (MW),4885.00,4947.00,5057.50,5127.50,5665.50,6416.50,7087.50,7652.50,8343.50,8957.50,9606.50,10548.22,10954.85,11143.25,11573.06,12153.34,13208.43,13540.96,13753.20,14117.77,14207.58,15060.58,
Portugal,Hydropower,Electricity capacity (MW),4535.00,4560.00,4583.00,4583.00,4831.00,5017.00,5053.00,5061.00,5058.00,5091.00,5106.00,5535.00,5712.00,5661.00,5715.00,6168.00,6960.00,7225.92,7235.83,7261.99,7240.81,7240.81,
Portugal,Renewable hydropower,Electricity capacity (MW),4535.00,4560.00,4583.00,4583.00,4831.00,5017.00,5053.00,5061.00,5058.00,5091.00,5106.00,5535.00,5712.00,5661.00,5715.00,6168.00,6960.00,7225.92,7235.83,7261.99,7240.81,7240.81,
Portugal,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Portugal,Marine,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,1.00,0.00,0.00,0.40,0.40,0.00,0.00,0.00,
Portugal,Wind,Electricity capacity (MW),83.00,125.00,190.00,268.00,553.00,1064.00,1681.00,2201.00,2857.00,3326.00,3796.00,4256.22,4411.55,4609.95,4856.56,4936.84,5124.10,5124.11,5172.36,5222.75,5122.26,5248.26,
Portugal,Onshore wind energy,Electricity capacity (MW),83.00,125.00,190.00,268.00,553.00,1064.00,1681.00,2201.00,2857.00,3326.00,3796.00,4254.36,4409.55,4607.95,4854.56,4934.84,5124.10,5124.11,5172.36,5214.75,5097.26,5223.26,
Portugal,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.86,2.00,2.00,2.00,2.00,0.00,0.00,0.00,8.00,25.00,25.00,
Portugal,Solar,Electricity capacity (MW),1.00,1.00,1.00,2.00,2.00,2.00,3.00,24.00,59.00,115.00,134.00,172.00,238.00,296.00,415.00,447.00,512.82,579.24,667.43,901.44,1100.29,1801.29,
Portugal,Solar photovoltaic,Electricity capacity (MW),1.00,1.00,1.00,2.00,2.00,2.00,3.00,24.00,59.00,115.00,134.00,172.00,238.00,296.00,415.00,447.00,512.82,579.24,667.43,901.44,1100.29,1801.29,
Portugal,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Portugal,Bioenergy,Electricity capacity (MW),252.00,247.00,269.50,260.50,265.50,319.50,325.50,341.50,344.50,400.50,545.50,560.00,568.00,551.00,560.50,576.50,586.50,582.20,648.07,702.50,715.12,741.12,
Portugal,Solid biofuels,Electricity capacity (MW),251.00,246.00,268.50,259.50,259.50,311.50,317.50,328.50,331.50,380.50,520.50,516.00,517.00,496.00,494.50,510.50,518.50,512.12,576.84,630.48,643.88,665.88,
Portugal,Bagasse,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,2.20,1.90,0.80,0.10,0.30,0.00,0.00,0.00,0.00,2.30,2.30,2.30,2.30,2.30,2.30,2.30,
Portugal,Renewable municipal waste,Electricity capacity (MW),32.00,32.00,35.50,35.50,35.50,38.50,38.50,38.50,38.50,38.50,38.50,38.00,38.00,38.00,38.50,39.50,41.50,40.91,40.91,40.91,40.91,40.91,
Portugal,Other solid biofuels,Electricity capacity (MW),219.00,214.00,233.00,224.00,224.00,273.00,276.80,288.10,292.20,341.90,481.70,478.00,479.00,458.00,456.00,468.70,474.70,468.91,533.63,587.27,600.67,622.67,
Portugal,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Portugal,Biogas,Electricity capacity (MW),1.00,1.00,1.00,1.00,6.00,8.00,8.00,13.00,13.00,20.00,25.00,44.00,51.00,55.00,66.00,66.00,68.00,70.08,71.23,72.02,71.24,75.24,
Portugal,Geothermal,Electricity capacity (MW),14.00,14.00,14.00,14.00,14.00,14.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,25.00,29.10,29.10,29.10,29.10,29.10,
Serbia,Total renewable energy,Electricity capacity (MW),2272.72,2272.88,2272.88,2272.88,2272.88,2273.55,2273.81,2273.81,2275.21,2277.89,2296.51,2327.67,2363.10,2331.22,2421.93,2439.23,2460.24,2480.39,2693.77,2909.58,2927.72,2964.05,
Serbia,Hydropower,Electricity capacity (MW),2886.72,2886.88,2886.88,2886.88,2886.88,2886.88,2886.88,2886.88,2886.88,2888.88,2907.21,2936.00,2965.53,2931.00,3017.00,3022.00,3030.00,3038.00,3043.00,3074.00,3082.30,3097.30,
Serbia,Renewable hydropower,Electricity capacity (MW),2272.72,2272.88,2272.88,2272.88,2272.88,2272.88,2272.88,2272.88,2272.88,2274.88,2293.21,2322.00,2351.53,2317.00,2403.00,2408.00,2416.00,2424.00,2429.00,2460.00,2468.30,2483.30,
Serbia,Pumped storage,Electricity capacity (MW),614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,614.00,
Serbia,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Serbia,Wind,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,10.40,17.00,25.00,227.00,398.00,398.00,398.00,
Serbia,Onshore wind energy,Electricity capacity (MW),,,,,,,,,0.00,0.00,0.00,0.00,0.50,0.50,0.50,10.40,17.00,25.00,227.00,398.00,398.00,398.00,
Serbia,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Serbia,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.67,0.93,0.93,2.33,3.01,3.30,3.67,7.07,9.72,13.43,15.83,17.24,18.39,20.77,23.45,30.51,51.84,
Serbia,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.67,0.93,0.93,2.33,3.01,3.30,3.67,7.07,9.72,13.43,15.83,17.24,18.39,20.77,23.45,30.51,51.84,
Serbia,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Serbia,Bioenergy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,4.00,5.00,5.00,10.00,13.00,17.00,28.14,30.91,30.91,
Serbia,Solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.40,2.40,
Serbia,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Serbia,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Serbia,Other solid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.40,2.40,2.40,
Serbia,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Serbia,Biogas,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,4.00,5.00,5.00,10.00,13.00,17.00,25.74,28.51,28.51,
Serbia,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Total renewable energy,Electricity capacity (MW),1685.00,1592.00,1632.00,1640.00,1654.00,1650.00,1715.00,1744.00,1791.00,1741.00,1802.50,2300.50,2334.50,2358.50,2379.50,2383.50,2396.50,2385.00,2330.00,2431.00,2376.00,2376.00,
Slovakia,Hydropower,Electricity capacity (MW),2420.00,2502.00,2505.00,2507.00,2518.00,2512.00,2513.00,2515.00,2548.00,2487.00,2516.00,2523.00,2522.00,2523.00,2523.00,2522.00,2524.00,2523.00,2528.00,2527.00,2529.00,2529.00,
Slovakia,Renewable hydropower,Electricity capacity (MW),1685.00,1586.00,1586.00,1588.00,1602.00,1596.00,1597.00,1599.00,1632.00,1571.00,1600.00,1607.00,1606.00,1607.00,1607.00,1606.00,1608.00,1607.00,1612.00,1611.00,1613.00,1613.00,
Slovakia,Pumped storage,Electricity capacity (MW),735.00,916.00,919.00,919.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,916.00,
Slovakia,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Wind,Electricity capacity (MW),0.00,0.00,0.00,3.00,3.00,5.00,5.00,5.00,5.00,3.00,3.00,3.00,3.00,5.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,3.00,
Slovakia,Onshore wind energy,Electricity capacity (MW),,,,3.00,3.00,5.00,5.00,5.00,5.00,3.00,3.00,3.00,3.00,5.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,3.00,
Slovakia,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Solar,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,496.00,513.00,533.00,533.00,533.00,533.00,528.00,472.00,590.00,535.00,535.00,
Slovakia,Solar photovoltaic,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,496.00,513.00,533.00,533.00,533.00,533.00,528.00,472.00,590.00,535.00,535.00,
Slovakia,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Bioenergy,Electricity capacity (MW),0.00,6.00,46.00,49.00,49.00,49.00,113.00,140.00,154.00,167.00,180.50,194.50,212.50,213.50,236.50,241.50,252.50,246.00,243.00,226.00,225.00,225.00,
Slovakia,Solid biofuels,Electricity capacity (MW),0.00,5.00,44.00,47.00,47.00,47.00,111.00,137.00,150.00,163.00,171.50,173.50,171.50,178.50,158.50,150.50,159.50,155.00,154.00,144.00,143.00,143.00,
Slovakia,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Renewable municipal waste,Electricity capacity (MW),0.00,0.00,0.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,2.50,2.50,2.50,2.50,5.50,5.50,9.50,6.00,6.00,6.00,6.00,6.00,
Slovakia,Other solid biofuels,Electricity capacity (MW),0.00,5.00,44.00,44.00,44.00,44.00,108.00,134.00,147.00,160.00,169.00,171.00,169.00,176.00,153.00,145.00,150.00,149.00,148.00,138.00,137.00,137.00,
Slovakia,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Biogas,Electricity capacity (MW),0.00,1.00,2.00,2.00,2.00,2.00,2.00,3.00,4.00,4.00,9.00,21.00,41.00,35.00,78.00,91.00,93.00,91.00,89.00,82.00,82.00,82.00,
Slovakia,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Total renewable energy,Electricity capacity (MW),861.00,925.00,967.00,990.00,992.00,997.05,1029.19,1040.59,1085.00,1124.00,1133.00,1184.00,1277.00,1367.00,1404.00,1419.00,1409.00,1478.53,1473.93,1512.29,1611.69,1605.69,
Slovenia,Hydropower,Electricity capacity (MW),843.00,906.00,949.00,974.00,974.00,979.00,1009.00,1018.00,1027.00,1070.00,1254.00,1253.00,1254.00,1299.00,1296.00,1295.00,1293.00,1346.63,1343.43,1350.72,1351.86,1357.86,
Slovenia,Renewable hydropower,Electricity capacity (MW),843.00,906.00,949.00,974.00,974.00,979.00,1009.00,1018.00,1027.00,1070.00,1074.00,1073.00,1074.00,1119.00,1116.00,1115.00,1113.00,1166.63,1163.43,1170.72,1171.86,1177.86,
Slovenia,Pumped storage,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,180.00,
Slovenia,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Wind,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,3.00,3.00,3.00,3.30,3.30,3.30,3.30,2.30,
Slovenia,Onshore wind energy,Electricity capacity (MW),,,,,,,,,0.00,0.00,0.00,0.00,2.00,2.00,3.00,3.00,3.00,3.30,3.30,3.30,3.30,2.30,
Slovenia,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Solar,Electricity capacity (MW),1.00,1.00,0.00,0.00,0.00,0.05,0.19,0.59,1.00,4.00,12.00,57.00,142.00,187.00,223.00,238.00,233.00,246.80,246.80,277.88,369.78,366.78,
Slovenia,Solar photovoltaic,Electricity capacity (MW),1.00,1.00,0.00,0.00,0.00,0.05,0.19,0.59,1.00,4.00,12.00,57.00,142.00,187.00,223.00,238.00,233.00,246.80,246.80,277.88,369.78,366.78,
Slovenia,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Bioenergy,Electricity capacity (MW),17.00,18.00,18.00,16.00,18.00,18.00,20.00,22.00,57.00,50.00,47.00,54.00,59.00,59.00,62.00,63.00,60.00,61.80,60.40,60.40,66.75,58.75,
Slovenia,Solid biofuels,Electricity capacity (MW),15.00,15.00,15.00,13.00,13.00,13.00,14.00,14.00,48.00,38.00,33.00,33.00,30.00,30.00,30.00,30.00,30.00,33.00,32.00,34.00,35.00,27.00,
Slovenia,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Slovenia,Other solid biofuels,Electricity capacity (MW),15.00,15.00,15.00,13.00,13.00,13.00,14.00,14.00,48.00,38.00,33.00,33.00,30.00,30.00,30.00,30.00,30.00,33.00,32.00,34.00,35.00,27.00,
Slovenia,Liquid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.40,1.40,1.40,1.40,1.40,
Slovenia,Biogas,Electricity capacity (MW),2.00,3.00,3.00,3.00,5.00,5.00,6.00,8.00,9.00,12.00,14.00,21.00,29.00,28.00,31.00,32.00,29.00,27.40,27.00,25.00,30.35,30.35,
Slovenia,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Spain,Total renewable energy,Electricity capacity (MW),17949.93,19238.89,20915.62,22034.58,24621.02,26321.39,28354.47,31887.36,36624.83,39709.34,42230.29,43940.54,46435.70,46818.89,46850.44,47707.64,47797.72,47948.49,48283.14,54632.63,57462.69,61517.48,
Spain,Hydropower,Electricity capacity (MW),17960.00,18032.00,18068.00,18043.00,18167.00,18220.00,18318.00,18372.00,18451.00,18505.00,18535.00,18540.00,18550.00,19185.00,19223.00,20053.00,20080.00,20079.00,20079.57,20113.67,20116.59,20116.28,
Spain,Renewable hydropower,Electricity capacity (MW),15506.55,15578.55,15614.55,15589.55,15713.55,15766.55,15864.55,15918.55,15997.55,16051.55,16081.55,16086.55,16096.55,15853.60,15891.60,16721.60,16748.60,16747.60,16748.17,16782.27,16785.19,16784.98,
Spain,Pumped storage,Electricity capacity (MW),2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,2453.45,3331.40,3331.40,3331.40,3331.40,3331.40,3331.40,3331.40,3331.40,3331.30,
Spain,Marine,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.30,0.30,0.30,4.80,4.80,4.80,4.80,4.80,4.80,
Spain,Wind,Electricity capacity (MW),2206.00,3397.00,4891.00,5945.00,8317.00,9918.00,11722.00,14820.00,16555.00,19176.00,20693.00,21529.00,22789.00,22958.00,22925.00,22943.00,22990.00,23124.48,23405.06,25590.08,26819.19,27497.19,
Spain,Onshore wind energy,Electricity capacity (MW),2206.00,3397.00,4891.00,5945.00,8317.00,9918.00,11722.00,14820.00,16555.00,19176.00,20693.00,21529.00,22789.00,22953.00,22920.00,22938.00,22985.00,23119.48,23400.06,25585.08,26814.19,27492.19,
Spain,Offshore wind energy,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,
Spain,Solar,Electricity capacity (MW),10.00,13.00,17.00,22.00,33.00,52.00,141.00,505.00,3445.00,3705.00,4605.00,5432.00,6569.00,6994.06,7001.06,7008.06,7017.06,7027.06,7067.67,11143.27,12589.49,15952.49,
Spain,Solar photovoltaic,Electricity capacity (MW),10.00,13.00,17.00,22.00,33.00,52.00,130.00,494.00,3384.00,3423.00,3873.00,4283.00,4569.00,4690.00,4697.00,4704.00,4713.00,4723.00,4763.61,8839.25,10285.48,13648.48,
Spain,Concentrated solar power,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,61.00,282.00,732.00,1149.00,2000.00,2304.06,2304.06,2304.06,2304.06,2304.06,2304.06,2304.01,2304.01,2304.01,
Spain,Bioenergy,Electricity capacity (MW),227.38,250.34,393.07,478.03,557.47,584.84,626.92,643.81,627.28,776.79,850.74,892.69,980.85,1012.92,1032.48,1034.68,1037.26,1044.55,1057.45,1112.23,1264.03,1278.03,
Spain,Solid biofuels,Electricity capacity (MW),197.00,214.00,332.00,376.00,438.50,448.50,482.50,490.50,468.50,596.50,652.67,670.17,747.86,769.94,789.94,789.44,789.44,793.44,793.12,839.12,988.53,1002.53,
Spain,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Spain,Renewable municipal waste,Electricity capacity (MW),47.00,47.00,47.00,47.00,94.50,94.50,94.50,94.50,94.50,94.50,111.50,112.00,112.00,117.00,117.00,117.00,117.00,121.00,120.68,120.68,120.68,133.68,
Spain,Other solid biofuels,Electricity capacity (MW),150.00,167.00,285.00,329.00,344.00,354.00,388.00,396.00,374.00,502.00,541.17,558.17,635.86,652.94,672.94,672.44,672.44,672.44,672.44,718.44,867.85,868.85,
Spain,Liquid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.41,6.41,6.41,6.41,
Spain,Biogas,Electricity capacity (MW),30.38,36.34,61.07,102.03,118.97,136.34,144.42,153.31,158.78,180.29,198.07,222.53,232.99,242.98,242.54,245.24,247.82,251.11,257.92,266.70,269.08,269.08,
Spain,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Sweden,Total renewable energy,Electricity capacity (MW),18263.00,18703.00,18322.00,18294.00,19131.00,20069.50,20906.50,20750.00,20973.50,22042.00,22707.15,23468.65,24292.65,24645.24,25527.69,26869.19,27804.69,28179.19,29179.69,31155.50,31950.50,34524.90,
Sweden,Hydropower,Electricity capacity (MW),16525.00,16568.00,16232.00,16143.00,16345.00,16345.00,16270.00,16637.00,16437.00,16652.00,16732.00,16577.00,16414.00,16494.00,15996.00,16329.00,16466.00,16502.00,16431.00,16462.00,16406.00,16406.00,
Sweden,Renewable hydropower,Electricity capacity (MW),16506.00,16523.00,16187.00,16098.00,16302.00,16302.00,16234.00,16592.00,16352.00,16544.00,16624.00,16478.00,16315.00,16395.00,15897.00,16230.00,16367.00,16502.00,16431.00,16462.00,16406.00,16406.00,
Sweden,Pumped storage,Electricity capacity (MW),19.00,45.00,45.00,45.00,43.00,43.00,36.00,45.00,85.00,108.00,108.00,99.00,99.00,99.00,99.00,99.00,99.00,0.00,0.00,0.00,0.00,0.00,
Sweden,Marine,Electricity capacity (MW),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0.24,0.19,0.19,0.19,0.19,0.19,0.00,0.00,0.00,
Sweden,Wind,Electricity capacity (MW),209.00,295.00,357.00,417.00,475.00,522.00,585.00,823.00,1089.00,1475.00,2017.00,2764.00,3606.00,4194.00,5088.00,5819.00,6435.00,6611.00,7300.00,8681.00,9976.00,12080.00,
Sweden,Onshore wind energy,Electricity capacity (MW),196.00,273.00,335.00,395.00,453.00,500.00,563.00,692.00,956.00,1312.00,1854.00,2601.00,3443.00,3982.00,4875.00,5606.00,6232.00,6408.00,7097.00,8478.00,9773.00,11877.00,
Sweden,Offshore wind energy,Electricity capacity (MW),13.00,22.00,22.00,22.00,22.00,22.00,22.00,131.00,133.00,163.00,163.00,163.00,163.00,212.00,213.00,213.00,203.00,203.00,203.00,203.00,203.00,203.00,
Sweden,Solar,Electricity capacity (MW),3.00,3.00,3.00,4.00,4.00,4.00,5.00,6.00,8.00,9.00,11.00,12.00,24.00,43.00,60.00,104.00,153.00,244.00,428.00,714.00,1107.00,1577.40,
Sweden,Solar photovoltaic,Electricity capacity (MW),3.00,3.00,3.00,4.00,4.00,4.00,5.00,6.00,8.00,9.00,11.00,12.00,24.00,43.00,60.00,104.00,153.00,244.00,428.00,714.00,1107.00,1577.40,
Sweden,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Sweden,Bioenergy,Electricity capacity (MW),1545.00,1882.00,1775.00,1775.00,2350.00,3241.50,4082.50,3329.00,3524.50,4014.00,4055.00,4214.50,4347.50,4013.00,4482.50,4716.00,4849.50,4822.00,5020.50,5298.50,4461.50,4461.50,
Sweden,Solid biofuels,Electricity capacity (MW),1527.00,1863.00,1755.00,1755.00,1802.00,2671.50,3530.50,2777.00,2972.50,3469.00,3505.00,3682.50,3814.50,3460.00,3958.50,4138.00,4332.50,4273.00,4483.50,4401.50,3564.50,3564.50,
Sweden,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Sweden,Renewable municipal waste,Electricity capacity (MW),37.00,85.00,85.00,85.00,132.00,145.50,328.50,207.00,211.50,327.00,327.00,285.50,292.50,340.00,229.50,438.00,563.50,567.00,565.50,567.50,622.50,622.50,
Sweden,Other solid biofuels,Electricity capacity (MW),1490.00,1778.00,1670.00,1670.00,1670.00,2526.00,3202.00,2570.00,2761.00,3142.00,3178.00,3397.00,3522.00,3120.00,3729.00,3700.00,3769.00,3706.00,3918.00,3834.00,2942.00,2942.00,
Sweden,Liquid biofuels,Electricity capacity (MW),0.00,0.00,0.00,0.00,528.00,528.00,528.00,528.00,528.00,528.00,528.00,528.00,528.00,548.00,522.00,576.00,515.00,547.00,535.00,895.00,895.00,895.00,
Sweden,Biogas,Electricity capacity (MW),18.00,19.00,20.00,20.00,20.00,42.00,24.00,24.00,24.00,17.00,22.00,4.00,5.00,5.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,
Sweden,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Total renewable energy,Electricity capacity (MW),13113.00,13165.00,13179.00,13201.50,13218.50,13268.00,13280.50,13398.00,13420.00,13504.50,13645.00,13789.50,14065.00,14409.00,14638.00,15040.00,16258.50,17048.50,17469.50,17826.00,18337.41,18812.80,
Switzerland,Hydropower,Electricity capacity (MW),13240.00,13284.00,13295.00,13311.00,13317.00,13356.00,13355.00,13465.00,13475.00,13522.00,13723.00,13770.00,13803.00,13817.00,13744.00,13815.00,14806.00,15353.00,15542.00,15574.00,15594.00,15594.00,
Switzerland,Renewable hydropower,Electricity capacity (MW),12924.00,12968.00,12979.00,12995.00,13001.00,13040.00,13039.00,13149.00,13159.00,13206.00,13267.00,13314.00,13347.00,13361.00,13288.00,13346.00,14279.00,14826.00,14980.00,15012.00,15032.00,15032.00,
Switzerland,Pumped storage,Electricity capacity (MW),316.00,316.00,316.00,316.00,316.00,316.00,316.00,316.00,316.00,316.00,456.00,456.00,456.00,456.00,456.00,469.00,527.00,527.00,562.00,562.00,562.00,562.00,
Switzerland,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Wind,Electricity capacity (MW),3.00,5.00,5.00,5.00,9.00,12.00,12.00,12.00,14.00,18.00,42.00,46.00,49.00,60.00,60.00,60.00,75.00,75.00,75.00,75.00,87.12,87.12,
Switzerland,Onshore wind energy,Electricity capacity (MW),3.00,5.00,5.00,5.00,9.00,12.00,12.00,12.00,14.00,18.00,42.00,46.00,49.00,60.00,60.00,60.00,75.00,75.00,75.00,75.00,87.12,87.12,
Switzerland,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Solar,Electricity capacity (MW),16.00,18.00,20.00,22.00,24.00,28.00,30.00,37.00,49.00,79.00,125.00,223.00,437.00,756.00,1061.00,1394.00,1664.00,1906.00,2173.00,2498.00,2973.39,3448.78,
Switzerland,Solar photovoltaic,Electricity capacity (MW),16.00,18.00,20.00,22.00,24.00,28.00,30.00,37.00,49.00,79.00,125.00,223.00,437.00,756.00,1061.00,1394.00,1664.00,1906.00,2173.00,2498.00,2973.39,3448.78,
Switzerland,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Bioenergy,Electricity capacity (MW),170.00,174.00,175.00,179.50,184.50,188.00,199.50,200.00,198.00,201.50,211.00,206.50,232.00,232.00,229.00,240.00,240.50,241.50,241.50,241.00,244.90,244.90,
Switzerland,Solid biofuels,Electricity capacity (MW),137.00,142.00,142.00,146.50,152.50,154.00,167.50,168.00,166.00,169.50,179.00,174.50,199.00,199.00,197.00,211.00,211.50,211.50,211.50,211.00,211.00,211.00,
Switzerland,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Renewable municipal waste,Electricity capacity (MW),137.00,142.00,142.00,146.50,152.50,154.00,167.50,168.00,166.00,169.50,179.00,174.50,199.00,199.00,197.00,211.00,211.50,211.50,211.50,211.00,211.00,211.00,
Switzerland,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
Switzerland,Biogas,Electricity capacity (MW),33.00,32.00,33.00,33.00,32.00,34.00,32.00,32.00,32.00,32.00,32.00,32.00,33.00,33.00,32.00,29.00,29.00,30.00,30.00,30.00,33.90,33.90,
Switzerland,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,,
UK,Total renewable energy,Electricity capacity (MW),2893.00,3200.50,3260.00,3649.50,4008.50,4921.50,5411.50,6010.50,7054.50,8236.50,9626.73,12783.29,15901.92,20026.77,24894.95,30800.32,35432.51,40042.51,44028.49,46799.69,47387.48,50293.00,
UK,Hydropower,Electricity capacity (MW),4273.00,4417.00,4371.00,4273.00,4287.00,4289.00,4241.00,4266.00,4372.00,4384.00,4391.00,4423.00,4437.00,4453.00,4474.00,4676.97,4733.00,4770.00,4773.00,4773.00,4775.00,4793.00,
