UNIT,Unit,COUNTRY,Country,FLOW,Flow,PRODUCT,Product,TIME,Time,Value,Flag Codes,Flags
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2004,2004,722.4114,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2005,2005,773.6746,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2006,2006,840.1693,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2007,2007,921.745,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2008,2008,1046.88,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2009,2009,1236.3495,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2010,2010,1451.3417,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2011,2011,1655.0295,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2012,2012,1852.9186,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2013,2013,2042.0656,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2014,2014,2211.5892,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2015,2015,2358.6128,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2016,2016,2450.3414,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2017,2017,2508.157,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2018,2018,2564.8923,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2019,2019,2642.436,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,SOLARTH,Solar Thermal,2020,2020,,L,Missing value; data exist but were not collected
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2001,2001,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2002,2002,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2003,2003,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2004,2004,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2005,2005,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2006,2006,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2007,2007,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2008,2008,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2009,2009,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2010,2010,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2011,2011,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2012,2012,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2013,2013,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2014,2014,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2015,2015,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2016,2016,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2017,2017,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2018,2018,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2019,2019,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,TIDE,"Tide, Wave and Ocean",2020,2020,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2001,2001,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2002,2002,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2003,2003,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2004,2004,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2005,2005,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2006,2006,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2007,2007,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2008,2008,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2009,2009,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2010,2010,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2011,2011,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2012,2012,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2013,2013,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2014,2014,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2015,2015,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2016,2016,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2017,2017,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2018,2018,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2019,2019,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,WIND,Wind,2020,2020,,M,Missing value; data cannot exist
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2001,2001,1024.175,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2002,2002,1529.9111,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2003,2003,1580.5756,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2004,2004,1631.6713,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2005,2005,1812.5662,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2006,2006,1734.0679,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2007,2007,1983.9194,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2008,2008,1609.4938,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2009,2009,3287.915,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2010,2010,3074.4761,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2011,2011,2541.5341,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2012,2012,2582.8955,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2013,2013,1833.0313,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2014,2014,1768.6341,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2015,2015,1693.6276,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2016,2016,1692.786,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2017,2017,1475.6335,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2018,2018,1624.7673,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2019,2019,1574.1238,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MUNWASTER,Renewable Municipal Waste,2020,2020,,L,Missing value; data exist but were not collected
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2001,2001,32614.1797,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2002,2002,31850.7419,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2003,2003,33732.788,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2004,2004,33673.8756,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2005,2005,35383.974,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2006,2006,36083.7558,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2007,2007,35016.2851,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2008,2008,37877.3893,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2009,2009,40804.1383,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2010,2010,44269.6197,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2011,2011,38561.1816,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2012,2012,42525.9054,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2013,2013,45591.765,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2014,2014,39799.6245,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2015,2015,43657.3085,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2016,2016,47837.2631,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2017,2017,49471.2372,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2018,2018,48726.8744,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2019,2019,50113.9696,,
TJ,Terajoule,CHE,Switzerland,TFC,Total final consumption,MRENEW,Total of Renewable Energy Sources,2020,2020,,L,Missing value; data exist but were not collected
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2001,2001,41307.081,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2002,2002,35168.604,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2003,2003,34764.099,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2004,2004,33748.039,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2005,2005,31226.473,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2006,2006,30959.53,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2007,2007,35249.202,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2008,2008,36036.295,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2009,2009,35723.599,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2010,2010,36061.242,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2011,2011,32389.488,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2012,2012,38600.483,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2013,2013,38460.396,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2014,2014,38036.095,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2015,2015,38257.588,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2016,2016,34623.406,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2017,2017,34091.54,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2018,2018,34983.471,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2019,2019,38039.529,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),HYDRO,Hydro,2020,2020,37869.647,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2001,2001,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2002,2002,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2003,2003,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2004,2004,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2005,2005,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2006,2006,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2007,2007,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2008,2008,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2009,2009,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2010,2010,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2011,2011,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2012,2012,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2013,2013,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2014,2014,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2015,2015,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2016,2016,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2017,2017,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2018,2018,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2019,2019,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),GEOTHERM,Geothermal,2020,2020,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2001,2001,13,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2002,2002,15,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2003,2003,18,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2004,2004,18,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2005,2005,21,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2006,2006,24,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2007,2007,29,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2008,2008,37,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2009,2009,54,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2010,2010,94,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2011,2011,168,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2012,2012,300,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2013,2013,500,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2014,2014,842,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2015,2015,1119,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2016,2016,1333,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2017,2017,1683.208,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2018,2018,1945.1,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2019,2019,2177.671,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARPV,Solar Photovoltaics,2020,2020,2520.433,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2001,2001,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2002,2002,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2003,2003,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2004,2004,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2005,2005,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2006,2006,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2007,2007,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2008,2008,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2009,2009,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2010,2010,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2011,2011,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2012,2012,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2013,2013,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2014,2014,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2015,2015,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2016,2016,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2017,2017,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2018,2018,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2019,2019,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),SOLARTH,Solar Thermal,2020,2020,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2001,2001,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2002,2002,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2003,2003,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2004,2004,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2005,2005,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2006,2006,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2007,2007,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2008,2008,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2009,2009,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2010,2010,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2011,2011,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2012,2012,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2013,2013,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2014,2014,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2015,2015,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2016,2016,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2017,2017,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2018,2018,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2019,2019,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),TIDE,"Tide, Wave and Ocean",2020,2020,0,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2001,2001,4,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2002,2002,5,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2003,2003,5,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2004,2004,6,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2005,2005,8,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2006,2006,15,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2007,2007,16,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2008,2008,19,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2009,2009,23,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2010,2010,37,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2011,2011,70,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2012,2012,88,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2013,2013,90,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2014,2014,101,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2015,2015,110,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2016,2016,109,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2017,2017,132.6,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2018,2018,121.8,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2019,2019,145.92,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),WIND,Wind,2020,2020,144.65,,
