UNIT,Unit,COUNTRY,Country,FLOW,Flow,PRODUCT,Product,TIME,Time,Value,Flag Codes,Flags
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2001,2001,679.934,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2002,2002,708.423,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2003,2003,722.77,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2004,2004,763.378,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2005,2005,805.88,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2006,2006,907.848,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2007,2007,889.453,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2008,2008,912.287,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2009,2009,877.187,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2010,2010,919.316,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2011,2011,954.319,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2012,2012,1006.402,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2013,2013,1041.918,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2014,2014,1102.166,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2015,2015,1105.544,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2016,2016,1175.228,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2017,2017,1174.229,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2018,2018,1164.329,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2019,2019,1172.899,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MUNWASTER,Renewable Municipal Waste,2020,2020,1193.597,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2001,2001,42205.125,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2002,2002,36105.602,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2003,2003,35733.633,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2004,2004,34751.526,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2005,2005,32279.507,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2006,2006,32139.345,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2007,2007,36477.826,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2008,2008,37326.172,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2009,2009,37033.581,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2010,2010,37471.729,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2011,2011,34018.502,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2012,2012,40527.296,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2013,2013,40675.94,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2014,2014,40669.011,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2015,2015,41108.583,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2016,2016,37809.481,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2017,2017,37761.807,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2018,2018,38877.645,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2019,2019,42235.898,,
TJ,Terajoule,CHE,Switzerland,ELOUTPUT,Electricity output (GWh),MRENEW,Total of Renewable Energy Sources,2020,2020,42440.556,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2001,2001,148705.4896,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2002,2002,126606.9731,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2003,2003,125150.758,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2004,2004,121492.9392,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2005,2005,112415.3037,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2006,2006,111454.3075,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2007,2007,126897.1267,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2008,2008,129730.6608,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2009,2009,128604.9559,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2010,2010,129820.4719,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2011,2011,116602.1581,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2012,2012,138961.7384,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2013,2013,138457.4258,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2014,2014,136929.943,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2015,2015,137727.3148,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2016,2016,124644.2598,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2017,2017,122729.5441,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2018,2018,125940.4973,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2019,2019,136942.3024,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,HYDRO,Hydro,2020,2020,136330.7281,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2001,2001,4.8316,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2002,2002,17.4045,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2003,2003,11.0741,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2004,2004,11.744,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2005,2005,12.2213,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2006,2006,10.668,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2007,2007,9.6129,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2008,2008,7.6535,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2009,2009,6.4979,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2010,2010,2.399,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2011,2011,0.9169,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2012,2012,6.343,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2013,2013,8.742,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2014,2014,11.0532,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2015,2015,15.0557,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2016,2016,18.6103,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2017,2017,17.2454,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2018,2018,18.0325,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2019,2019,17.639,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,GEOTHERM,Geothermal,2020,2020,17.4003,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2001,2001,46.8001,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2002,2002,54.0013,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2003,2003,64.7991,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2004,2004,64.7991,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2005,2005,75.601,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2006,2006,86.3988,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2007,2007,104.402,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2008,2008,133.1989,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2009,2009,194.4015,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2010,2010,338.3981,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2011,2011,604.8,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2012,2012,1080.0018,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2013,2013,1800.0016,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2014,2014,3031.2013,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2015,2015,4028.4008,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2016,2016,4798.8013,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2017,2017,6059.5473,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2018,2018,7002.3602,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2019,2019,7839.6155,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARPV,Solar Photovoltaics,2020,2020,9073.5576,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2001,2001,599.6879,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2002,2002,641.5894,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2003,2003,680.6858,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2004,2004,722.4114,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2005,2005,773.6746,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2006,2006,840.1693,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2007,2007,921.745,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2008,2008,1046.88,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2009,2009,1236.3495,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2010,2010,1451.3417,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2011,2011,1655.0295,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2012,2012,1852.9186,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2013,2013,2042.0656,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2014,2014,2211.5892,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2015,2015,2358.6128,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2016,2016,2450.3414,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2017,2017,2508.157,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2018,2018,2564.8923,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2019,2019,2642.436,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,SOLARTH,Solar Thermal,2020,2020,2707.0007,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2001,2001,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2002,2002,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2003,2003,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2004,2004,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2005,2005,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2006,2006,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2007,2007,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2008,2008,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2009,2009,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2010,2010,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2011,2011,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2012,2012,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2013,2013,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2014,2014,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2015,2015,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2016,2016,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2017,2017,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2018,2018,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2019,2019,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,TIDE,"Tide, Wave and Ocean",2020,2020,0,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2001,2001,14.3984,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2002,2002,17.9991,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2003,2003,17.9991,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2004,2004,21.5997,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2005,2005,28.801,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2006,2006,54.0013,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2007,2007,57.602,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2008,2008,68.3998,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2009,2009,82.7982,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2010,2010,133.1989,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2011,2011,251.9993,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2012,2012,316.7984,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2013,2013,323.9997,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2014,2014,363.5985,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2015,2015,396.0001,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2016,2016,392.3995,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2017,2017,477.358,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2018,2018,438.4794,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2019,2019,525.3136,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,WIND,Wind,2020,2020,520.7416,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2001,2001,17954.9997,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2002,2002,18979.9995,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2003,2003,18795.0016,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2004,2004,19069.999,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2005,2005,20190.0015,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2006,2006,22049.9999,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2007,2007,22330.0005,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2008,2008,21789.9996,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2009,2009,21655.0005,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2010,2010,22249.9992,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2011,2011,22424.999,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2012,2012,22964.9999,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2013,2013,22105.0019,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2014,2014,22415.001,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2015,2015,23110.0014,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2016,2016,23969.9994,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2017,2017,24070.0011,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2018,2018,24375.0011,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2019,2019,24525.0016,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MUNWASTER,Renewable Municipal Waste,2020,2020,24595.0007,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2001,2001,199696.2086,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2002,2002,177490.9705,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2003,2003,177954.3195,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2004,2004,174547.3947,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2005,2005,168109.8967,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2006,2006,169908.8055,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2007,2007,185457.6931,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2008,2008,192583.9993,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2009,2009,193129.2254,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2010,2010,198815.0044,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2011,2011,182222.1759,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2012,2012,210876.5347,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2013,2013,214831.9177,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2014,2014,209309.5285,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2015,2015,214998.6402,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2016,2016,208607.3854,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2017,2017,211334.2566,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2018,2018,214543.6439,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2019,2019,229791.174,,
TJ,Terajoule,CHE,Switzerland,TES,Total Energy Supply,MRENEW,Total of Renewable Energy Sources,2020,2020,231075.7764,,
