Country/area,Technology,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Estonia,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.18,0.35,1.37,3.06,5.95,9.68,14.49,30.80,73.50,,
Estonia,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Estonia,Bioenergy,Electricity generation (GWh),13.00,11.00,23.00,30.00,30.00,35.00,40.00,33.00,36.00,314.00,740.00,781.00,1001.00,665.00,758.00,818.00,949.01,1095.03,1307.00,1363.02,,
Estonia,Solid biofuels,Electricity generation (GWh),13.00,11.00,23.00,21.00,23.00,21.00,26.00,20.00,27.00,307.00,730.00,766.00,985.00,645.00,731.00,768.00,904.01,1053.28,1269.00,1324.18,,
Estonia,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Estonia,Renewable municipal waste,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,64.01,57.33,46.00,64.07,,
Estonia,Other solid biofuels,Electricity generation (GWh),13.00,11.00,23.00,21.00,23.00,21.00,26.00,20.00,27.00,307.00,730.00,766.00,985.00,645.00,731.00,710.00,840.00,995.95,1223.00,1260.11,,
Estonia,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Estonia,Biogas,Electricity generation (GWh),0.00,0.00,0.00,9.00,7.00,14.00,14.00,13.00,9.00,7.00,10.00,15.00,16.00,20.00,27.00,50.00,45.00,41.75,38.00,38.84,,
Estonia,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Finland,Total renewable energy,Electricity generation (GWh),23378.58,21546.72,19829.87,19065.10,25631.32,23467.57,22465.71,24323.43,27780.60,21698.97,24195.05,24175.73,28560.20,25629.75,26270.97,30527.37,30412.23,31475.17,32139.00,31875.70,,
Finland,Hydropower,Electricity generation (GWh),14660.00,13205.00,10776.00,9591.00,15069.62,13784.00,11493.69,14177.21,17112.13,12686.03,12921.99,12445.04,16859.13,12838.60,13397.04,16768.70,15799.13,14771.47,13301.10,12412.71,,
Finland,Renewable hydropower,Electricity generation (GWh),14660.00,13205.00,10776.00,9591.00,15069.62,13784.00,11493.69,14177.21,17112.13,12686.03,12921.99,12445.04,16859.13,12838.60,13397.04,16768.70,15799.13,14771.47,13301.10,12412.71,,
Finland,Pumped storage,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Finland,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Finland,Wind,Electricity generation (GWh),78.00,70.00,64.00,93.00,120.34,169.94,155.64,188.41,260.52,276.62,294.32,481.39,494.32,773.69,1107.17,2327.36,3068.04,4795.19,5838.67,6024.75,,
Finland,Onshore wind energy,Electricity generation (GWh),78.00,70.00,64.00,93.00,120.34,169.94,155.64,188.41,216.52,231.62,255.32,418.39,444.32,727.69,1061.17,2253.36,3005.04,4652.06,5695.54,5881.03,,
Finland,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.00,45.00,39.00,63.00,50.00,46.00,46.00,74.00,63.00,143.13,143.13,143.72,,
Finland,Solar,Electricity generation (GWh),1.58,1.72,1.87,2.10,2.36,2.63,3.38,3.81,3.94,4.32,4.74,5.30,5.75,6.45,7.75,11.31,22.07,48.51,90.23,147.25,,
Finland,Solar photovoltaic,Electricity generation (GWh),1.58,1.72,1.87,2.10,2.36,2.63,3.38,3.81,3.94,4.32,4.74,5.30,5.75,6.45,7.75,11.31,22.07,48.51,90.23,147.25,,
Finland,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Finland,Bioenergy,Electricity generation (GWh),8639.00,8270.00,8988.00,9379.00,10439.00,9511.00,10813.00,9954.00,10404.00,8732.00,10974.00,11244.00,11201.00,12011.00,11759.00,11420.00,11523.00,11860.00,12909.00,13291.00,,
Finland,Solid biofuels,Electricity generation (GWh),8608.00,8242.00,8955.00,9339.00,10401.00,9478.00,10772.00,9914.00,10359.00,8686.00,10868.00,11086.00,11041.00,11703.00,11409.00,11060.00,11121.00,11446.00,12483.00,12927.00,,
Finland,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Finland,Renewable municipal waste,Electricity generation (GWh),107.00,150.00,145.00,183.00,228.00,266.00,223.00,288.00,295.00,290.00,299.00,268.00,334.00,395.00,441.00,471.00,519.00,556.00,662.00,610.00,,
Finland,Other solid biofuels,Electricity generation (GWh),8501.00,8092.00,8810.00,9156.00,10173.00,9212.00,10549.00,9626.00,10064.00,8396.00,10569.00,10818.00,10707.00,11308.00,10968.00,10589.00,10602.00,10890.00,11821.00,12317.00,,
Finland,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,8.00,6.00,2.00,,
Finland,Biogas,Electricity generation (GWh),31.00,28.00,33.00,40.00,38.00,33.00,41.00,40.00,45.00,46.00,106.00,158.00,160.00,308.00,350.00,358.00,398.00,406.00,420.00,362.00,,
Finland,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
France,Total renewable energy,Electricity generation (GWh),69402.94,77738.76,64206.74,63056.53,63940.41,56324.84,62339.65,65908.39,73825.68,69657.94,78196.00,66030.71,85251.97,99429.56,94038.53,91835.72,99000.42,92633.09,113586.27,113112.23,,
France,Hydropower,Electricity generation (GWh),71133.25,78511.43,65830.61,64278.64,64898.94,56331.88,61741.70,63259.42,68367.66,61966.20,67525.62,50893.77,64760.70,77072.70,69570.79,60513.36,65685.55,55134.91,70472.12,61572.66,,
France,Renewable hydropower,Electricity generation (GWh),66363.25,74267.43,60396.61,58943.64,59554.94,51479.88,56303.70,57604.42,63653.66,56994.20,62713.62,45744.62,59831.83,71922.18,63773.41,55556.27,60839.21,50001.26,65111.43,56913.89,,
France,Pumped storage,Electricity generation (GWh),4770.00,4244.00,5434.00,5335.00,5344.00,4852.00,5438.00,5655.00,4714.00,4972.00,4812.00,5149.15,4928.87,5150.53,5797.38,4957.09,4846.34,5133.65,5360.69,4658.77,,
France,Marine,Electricity generation (GWh),507.31,484.93,494.43,490.37,470.18,480.90,464.27,465.29,465.12,448.20,476.40,477.28,457.99,413.57,480.51,487.42,500.52,521.71,479.93,478.96,,
France,Wind,Electricity generation (GWh),48.16,131.24,265.59,387.75,594.85,962.57,2182.58,4070.11,5694.21,7911.57,9944.99,12371.62,15178.40,16126.74,17323.78,21420.60,21380.98,24609.44,28598.60,34721.68,,
France,Onshore wind energy,Electricity generation (GWh),48.16,131.24,265.59,387.75,594.85,962.57,2182.58,4070.11,5694.21,7911.57,9944.99,12371.62,15178.40,16126.74,17323.78,21420.60,21380.98,24609.44,28598.60,34721.68,,
France,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
France,Solar,Electricity generation (GWh),5.22,6.16,7.10,7.77,8.45,10.50,12.10,17.57,41.69,173.97,620.00,2333.80,4427.94,5193.60,6391.57,7753.74,8659.77,9586.32,10891.16,12225.18,,
France,Solar photovoltaic,Electricity generation (GWh),5.22,6.16,7.10,7.77,8.45,10.50,12.10,17.57,41.69,173.97,620.00,2333.80,4427.94,5193.60,6391.57,7753.74,8659.77,9586.32,10891.16,12225.18,,
France,Concentrated solar power,Electricity generation (GWh),,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
France,Bioenergy,Electricity generation (GWh),2479.00,2849.00,3043.00,3227.00,3312.00,3391.00,3377.00,3751.00,3971.00,4130.00,4441.00,5041.15,5299.31,5683.33,5986.15,6525.75,7522.34,7781.25,8378.19,8644.02,,
France,Solid biofuels,Electricity generation (GWh),2171.00,2511.00,2646.00,2780.00,2845.00,2911.00,2852.00,3130.00,3276.00,3255.00,3436.00,3889.47,4002.94,4138.60,4392.69,4690.89,5529.61,5667.35,6008.27,6056.42,,
France,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
France,Renewable municipal waste,Electricity generation (GWh),1081.00,1467.00,1537.00,1647.00,1717.00,1657.00,1605.00,1776.00,1863.00,2020.00,1973.00,2079.05,2148.23,2124.89,2083.75,2025.67,2121.88,2205.13,2202.13,2172.60,,
France,Other solid biofuels,Electricity generation (GWh),1090.00,1044.00,1109.00,1133.00,1128.00,1254.00,1247.00,1354.00,1413.00,1235.00,1463.00,1810.43,1854.71,2013.72,2308.93,2665.22,3407.73,3462.22,3806.14,3883.82,,
France,Liquid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.61,0.21,0.16,0.15,,
France,Biogas,Electricity generation (GWh),308.00,338.00,397.00,447.00,467.00,480.00,525.00,621.00,695.00,875.00,1005.00,1151.68,1296.36,1544.73,1593.46,1833.86,1991.13,2113.69,2369.75,2587.46,,
France,Geothermal,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.24,56.51,90.15,83.11,91.94,97.61,133.13,126.98,128.49,,
Germany,Total renewable energy,Electricity generation (GWh),35475.00,37895.00,44477.00,46670.00,57957.00,63402.00,72511.00,89368.00,94283.00,95938.00,105180.00,124038.00,143043.00,152339.00,162526.00,188785.00,189672.00,216323.00,224507.00,242435.00,,
Germany,Hydropower,Electricity generation (GWh),25962.00,27253.00,27864.00,22897.00,26460.00,26417.00,26791.00,28084.00,26469.00,24682.00,27353.00,23512.00,27849.00,28782.00,25444.00,24897.00,26134.00,26155.00,23863.00,25671.00,,
Germany,Renewable hydropower,Electricity generation (GWh),21732.00,22733.00,23124.00,18321.00,20746.00,19638.00,20031.00,21169.00,20443.00,19031.00,20953.00,17672.00,21755.00,22998.00,19587.00,18976.00,20546.00,20150.00,17693.00,19731.00,,
Germany,Pumped storage,Electricity generation (GWh),4230.00,4520.00,4740.00,4576.00,5714.00,6779.00,6760.00,6915.00,6026.00,5651.00,6400.00,5840.00,6094.00,5784.00,5857.00,5921.00,5588.00,6005.00,6170.00,5940.00,,
Germany,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Germany,Wind,Electricity generation (GWh),9352.00,10456.00,15856.00,19087.00,26019.00,27774.00,31324.00,40507.00,41385.00,39420.00,38547.00,49858.00,51680.00,52737.00,58497.00,80624.00,79924.00,105693.00,109951.00,125894.00,,
Germany,Onshore wind energy,Electricity generation (GWh),9352.00,10456.00,15856.00,19087.00,26019.00,27774.00,31324.00,40507.00,41385.00,38610.00,37619.00,48314.00,49949.00,50803.00,55908.00,70922.00,66324.00,88018.00,90467.00,101150.00,,
Germany,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,810.00,928.00,1544.00,1731.00,1934.00,2589.00,9702.00,13600.00,17675.00,19484.00,24744.00,,
Germany,Solar,Electricity generation (GWh),60.00,116.00,188.00,313.00,557.00,1282.00,2220.00,3075.00,4420.00,6583.00,11729.00,19599.00,26380.00,31010.00,36056.00,38726.00,38098.00,39401.00,45784.00,46392.00,,
Germany,Solar photovoltaic,Electricity generation (GWh),60.00,116.00,188.00,313.00,557.00,1282.00,2220.00,3075.00,4420.00,6583.00,11729.00,19599.00,26380.00,31010.00,36056.00,38726.00,38098.00,39401.00,45784.00,46392.00,,
Germany,Concentrated solar power,Electricity generation (GWh),,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Germany,Bioenergy,Electricity generation (GWh),4331.00,4590.00,5309.00,8949.00,10635.00,14708.00,18936.00,24617.00,28017.00,30885.00,33923.00,36890.00,43203.00,45514.00,48288.00,50326.00,50929.00,50916.00,50901.00,50221.00,,
Germany,Solid biofuels,Electricity generation (GWh),2648.00,2498.00,2492.00,5631.00,7414.00,10731.00,12722.00,13221.00,13968.00,14068.00,15098.00,15271.00,15643.00,15971.00,16868.00,16802.00,16728.00,16600.00,17330.00,16914.00,,
Germany,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Germany,Renewable municipal waste,Electricity generation (GWh),1844.00,1859.00,1949.00,2239.00,2253.00,3252.00,3902.00,4522.00,4672.00,4322.00,4747.00,4755.00,4950.00,5416.00,6070.00,5768.00,5930.00,5956.00,6163.00,5806.00,,
Germany,Other solid biofuels,Electricity generation (GWh),804.00,639.00,543.00,3392.00,5161.00,7479.00,8820.00,8699.00,9296.00,9746.00,10351.00,10516.00,10693.00,10532.37,10747.43,11012.54,10779.00,10623.10,11144.16,11083.75,,
Germany,Liquid biofuels,Electricity generation (GWh),0.00,15.00,20.00,52.00,136.00,116.00,719.00,948.00,1089.00,1632.00,1277.00,382.00,246.00,288.00,334.00,426.00,490.00,437.00,452.00,397.00,,
Germany,Biogas,Electricity generation (GWh),1683.00,2077.00,2797.00,3266.00,3085.00,3861.00,5495.00,10448.00,12960.00,15185.00,17548.00,21237.00,27314.00,29255.00,31086.00,33098.00,33711.00,33879.00,33119.00,32910.00,,
Germany,Geothermal,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,19.00,28.00,19.00,25.00,80.00,98.00,133.00,175.00,163.00,178.00,197.00,,
Greece,Total renewable energy,Electricity generation (GWh),4562.00,3560.10,4240.10,6458.10,6450.62,6999.90,8289.59,5379.84,5750.52,8163.56,10536.44,8143.70,10140.67,14350.16,12178.78,14849.85,14892.83,13801.04,16148.43,16074.68,,
Greece,Hydropower,Electricity generation (GWh),4111.00,2725.00,3463.00,5332.00,5205.08,5610.50,6474.85,3376.42,4149.29,5620.78,7498.23,4275.22,4590.65,6383.89,4607.17,6150.32,5565.09,4039.81,5759.90,4050.90,,
Greece,Renewable hydropower,Electricity generation (GWh),4111.00,2725.00,3463.00,5332.00,5205.08,5610.50,6474.85,3376.42,3312.29,5352.56,7474.75,4011.17,4392.53,6346.92,4478.32,6098.19,5542.64,3962.55,5743.45,3977.62,,
Greece,Pumped storage,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,837.00,268.22,23.48,264.05,198.12,36.97,128.85,52.13,22.46,77.26,16.45,73.28,,
Greece,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Greece,Wind,Electricity generation (GWh),451.00,756.00,651.00,1021.00,1120.77,1266.45,1699.35,1818.00,2242.00,2543.00,2713.94,3315.23,3850.16,4139.14,3688.58,4621.02,5145.90,5536.99,6300.26,7266.35,,
Greece,Onshore wind energy,Electricity generation (GWh),451.00,756.00,651.00,1021.00,1120.77,1266.45,1699.35,1818.00,2242.00,2543.00,2713.94,3315.23,3850.16,4139.14,3688.58,4621.02,5145.90,5536.99,6300.26,7266.35,,
Greece,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Greece,Solar,Electricity generation (GWh),0.00,0.10,0.10,0.10,0.78,0.95,1.39,1.42,5.24,50.00,157.75,610.31,1693.99,3648.10,3791.89,3899.64,3929.72,3991.48,3790.65,4428.51,,
Greece,Solar photovoltaic,Electricity generation (GWh),0.00,0.10,0.10,0.10,0.78,0.95,1.39,1.42,5.24,50.00,157.75,610.31,1693.99,3648.10,3791.89,3899.64,3929.72,3991.48,3790.65,4428.51,,
Greece,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Greece,Bioenergy,Electricity generation (GWh),0.00,79.00,126.00,105.00,124.00,122.00,114.00,184.00,191.00,218.00,190.00,207.00,204.00,216.00,220.00,231.00,274.58,310.03,314.07,402.21,,
Greece,Solid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.58,9.79,11.94,24.67,,
Greece,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Greece,Renewable municipal waste,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Greece,Other solid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.58,9.79,11.94,24.67,,
Greece,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Greece,Biogas,Electricity generation (GWh),0.00,79.00,126.00,105.00,124.00,122.00,114.00,184.00,191.00,218.00,190.00,207.00,204.00,216.00,220.00,230.00,270.00,300.24,302.13,377.54,,
Greece,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Hungary,Total renewable energy,Electricity generation (GWh),243.00,257.00,237.00,336.00,935.23,1870.25,1493.11,1883.29,2356.33,2894.87,3020.03,2708.17,2645.84,2787.26,3151.02,3229.03,3258.01,3482.00,3767.00,4687.00,,
Hungary,Hydropower,Electricity generation (GWh),178.00,186.00,194.00,171.00,204.68,202.15,185.75,209.99,212.95,228.29,188.38,222.03,212.94,213.13,301.48,233.71,259.32,220.00,222.00,219.00,,
Hungary,Renewable hydropower,Electricity generation (GWh),178.00,186.00,194.00,171.00,204.68,202.15,185.75,209.99,212.95,228.29,188.38,222.03,212.94,213.13,301.48,233.71,259.32,220.00,222.00,219.00,,
Hungary,Pumped storage,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Hungary,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Hungary,Wind,Electricity generation (GWh),0.00,1.00,1.00,4.00,5.55,10.10,43.36,110.00,204.83,330.93,533.79,625.69,769.99,717.51,656.54,693.32,683.69,758.00,607.00,729.00,,
Hungary,Onshore wind energy,Electricity generation (GWh),0.00,1.00,1.00,4.00,5.55,10.10,43.36,110.00,204.83,330.93,533.79,625.69,769.99,717.51,656.54,693.32,683.69,758.00,607.00,729.00,,
Hungary,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Hungary,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.55,0.65,0.85,1.44,7.91,24.62,67.00,141.00,244.00,349.00,629.00,1497.00,,
Hungary,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.55,0.65,0.85,1.44,7.91,24.62,67.00,141.00,244.00,349.00,629.00,1497.00,,
Hungary,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Hungary,Bioenergy,Electricity generation (GWh),65.00,70.00,42.00,161.00,725.00,1658.00,1264.00,1563.00,1938.00,2335.00,2297.00,1859.00,1655.00,1832.00,2126.00,2161.00,2071.00,2154.00,2297.00,2224.00,,
Hungary,Solid biofuels,Electricity generation (GWh),65.00,63.00,36.00,143.00,704.00,1633.00,1227.00,1515.00,1869.00,2239.00,2179.00,1646.00,1444.00,1565.00,1839.00,1868.00,1738.00,1806.00,1961.00,1906.00,,
Hungary,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Hungary,Renewable municipal waste,Electricity generation (GWh),55.00,56.00,30.00,34.00,26.00,59.00,94.00,141.00,109.00,113.00,145.00,119.00,111.00,136.00,137.00,208.00,245.00,160.00,162.00,137.00,,
Hungary,Other solid biofuels,Electricity generation (GWh),10.00,7.00,6.00,109.00,678.00,1574.00,1133.00,1374.00,1760.00,2126.00,2034.00,1527.00,1333.00,1429.00,1702.00,1660.00,1493.00,1646.00,1799.00,1769.00,,
Hungary,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Hungary,Biogas,Electricity generation (GWh),0.00,7.00,6.00,18.00,21.00,25.00,37.00,48.00,69.00,96.00,118.00,213.00,211.00,267.00,287.00,293.00,333.00,348.00,336.00,318.00,,
Hungary,Geothermal,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,12.00,18.00,,
Iceland,Total renewable energy,Electricity generation (GWh),7679.00,8029.00,8410.00,8494.00,8619.72,8681.28,9926.27,11973.28,16465.09,16832.43,17057.40,17208.30,17546.57,18111.33,18120.70,18796.63,18548.82,19239.80,19831.97,19491.59,,
Iceland,Hydropower,Electricity generation (GWh),6356.00,6578.00,6977.00,7088.00,7134.24,7019.29,7293.00,8393.74,12427.43,12279.34,12592.08,12506.84,12336.53,12862.84,12873.02,13780.77,13469.60,14058.72,13813.69,13461.47,,
Iceland,Renewable hydropower,Electricity generation (GWh),6356.00,6578.00,6977.00,7088.00,7134.24,7019.29,7293.00,8393.74,12427.43,12279.34,12592.08,12506.84,12336.53,12862.84,12873.02,13780.77,13469.60,14058.72,13813.69,13461.47,,
Iceland,Pumped storage,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Iceland,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Iceland,Wind,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,8.39,10.89,9.21,8.13,4.36,6.57,,
Iceland,Onshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.75,8.39,10.89,9.21,8.13,4.36,6.57,,
Iceland,Offshore wind energy,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Iceland,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.71,0.88,1.97,2.73,3.35,4.08,5.42,,
Iceland,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.71,0.88,1.97,2.73,3.35,4.08,5.42,,
Iceland,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Iceland,Bioenergy,Electricity generation (GWh),0.00,0.00,0.00,0.00,2.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Iceland,Solid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Iceland,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Iceland,Renewable municipal waste,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Iceland,Other solid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Iceland,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Iceland,Biogas,Electricity generation (GWh),0.00,0.00,0.00,0.00,2.00,4.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Iceland,Geothermal,Electricity generation (GWh),1323.00,1451.00,1433.00,1406.00,1483.48,1658.00,2631.27,3578.55,4037.66,4553.09,4465.32,4701.46,5209.54,5245.02,5238.41,5003.00,5067.28,5169.60,6009.83,6018.14,,
Ireland,Total renewable energy,Electricity generation (GWh),1186.00,1027.00,1382.00,1138.00,1394.00,1873.43,2474.75,2802.06,3595.35,4117.60,3728.78,5423.59,5256.27,5627.59,6392.15,7861.48,7513.44,8881.69,10198.85,11779.51,,
Ireland,Hydropower,Electricity generation (GWh),1151.00,920.00,1264.00,956.00,984.00,975.17,1088.10,1015.88,1299.59,1257.00,776.09,706.69,1014.12,944.23,987.73,1094.60,972.97,895.07,931.66,1131.90,,
Ireland,Renewable hydropower,Electricity generation (GWh),847.00,596.00,912.00,598.00,630.00,631.26,724.27,666.58,968.32,901.73,599.23,706.69,802.35,599.50,708.65,806.49,681.03,691.60,694.09,886.58,,
Ireland,Pumped storage,Electricity generation (GWh),304.00,324.00,352.00,358.00,354.00,343.91,363.82,349.30,331.27,355.27,176.86,0.00,211.77,344.73,279.08,288.11,291.95,203.46,237.57,245.32,,
Ireland,Marine,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Ireland,Wind,Electricity generation (GWh),244.00,334.00,388.00,454.00,655.00,1111.91,1622.04,1958.37,2410.01,2955.22,2814.66,4380.32,4010.48,4541.51,5140.06,6573.00,6147.04,7444.04,8639.77,10019.49,,
Ireland,Onshore wind energy,Electricity generation (GWh),244.00,334.00,388.00,454.00,575.00,1031.91,1542.04,1878.37,2330.01,2875.22,2734.66,4298.32,3942.48,4463.51,5059.06,6492.00,6066.04,7363.04,8558.77,9938.49,,
Ireland,Offshore wind energy,Electricity generation (GWh),0.00,0.00,0.00,0.00,80.00,80.00,80.00,80.00,80.00,80.00,80.00,82.00,68.00,78.00,81.00,81.00,81.00,81.00,81.00,81.00,,
Ireland,Solar,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.48,0.54,0.65,0.70,2.46,3.41,6.16,10.80,16.66,21.35,,
Ireland,Solar photovoltaic,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.48,0.54,0.65,0.70,2.46,3.41,6.16,10.80,16.66,21.35,,
Ireland,Concentrated solar power,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Ireland,Bioenergy,Electricity generation (GWh),95.00,97.00,82.00,86.00,109.00,130.26,128.43,177.11,217.01,260.22,314.42,336.05,442.80,485.88,540.98,478.59,679.22,735.25,848.34,852.09,,
Ireland,Solid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,8.00,7.89,7.89,13.83,33.07,65.22,109.72,136.28,245.70,301.32,337.35,273.80,471.25,532.15,664.25,666.79,,
Ireland,Bagasse,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Ireland,Renewable municipal waste,Electricity generation (GWh),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.69,74.38,72.43,77.08,75.77,150.75,330.16,320.46,,
Ireland,Other solid biofuels,Electricity generation (GWh),0.00,0.00,0.00,0.00,8.00,7.89,7.89,13.83,33.07,65.22,109.72,136.28,179.01,226.94,264.91,196.71,395.48,381.41,334.09,346.32,,
Ireland,Liquid biofuels,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Ireland,Biogas,Electricity generation (GWh),95.00,97.00,82.00,86.00,101.00,122.37,120.54,163.29,183.94,195.00,204.70,199.77,197.10,184.56,203.63,204.79,207.97,203.09,184.09,185.30,,
Ireland,Geothermal,Electricity generation (GWh),,,,,,,,,,,,,,,,,,,,,,
Italy,Total renewable energy,Electricity generation (GWh),50879.45,54347.27,48316.36,46865.80,53870.69,48438.59,50635.41,47715.67,58163.56,69254.64,76974.73,82972.56,92231.91,112020.83,120693.07,108918.04,108034.93,103910.33,114427.34,115859.59,,
Italy,Hydropower,Electricity generation (GWh),50899.64,53925.66,47262.01,44276.77,49908.01,42926.90,43424.96,38481.35,47226.54,53442.68,54406.66,47756.92,43854.00,54671.60,60256.34,46969.47,44256.96,38024.67,50502.75,48153.52,,
