Country/area,Technology,Indicator, 2 000, 2 001, 2 002, 2 003, 2 004, 2 005, 2 006, 2 007, 2 008, 2 009, 2 010, 2 011, 2 012, 2 013, 2 014, 2 015, 2 016, 2 017, 2 018, 2 019, 2 020, 2 021
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  0,  0,  0,  0,  0,  2,  2,  2,  5,  5,  7,  9,  12,  17,  17,  28,  37,  45,  51,  52,  55,  55
,Geothermal,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  10,  10,  10,  10
Cyprus,Total renewable energy,Electricity capacity (MW),  0,  0,  0,  0,  1,  1,  1,  2,  9,  12,  97,  153,  173,  192,  221,  244,  252,  278,  289,  322,  400,  486
,Hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  82,  134,  147,  147,  147,  158,  158,  158,  158,  158,  158,  158
,Onshore wind energy,Electricity capacity (MW),,,,,  0,  0,  0,  0,  0,  0,  82,  134,  147,  147,  147,  158,  158,  158,  158,  158,  158,  158
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  1,  1,  1,  1,  2,  4,  7,  10,  17,  35,  64,  76,  84,  110,  118,  151,  229,  316
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  1,  1,  1,  1,  2,  4,  7,  10,  17,  35,  64,  76,  84,  110,  118,  151,  229,  316
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  1,  7,  8,  8,  9,  9,  10,  10,  10,  10,  10,  13,  13,  13,  13
,Solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  1,  7,  8,  8,  9,  9,  10,  10,  10,  10,  10,  13,  13,  13,  13
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Czechia,Total renewable energy,Electricity capacity (MW), 1 049, 1 095, 1 101, 1 109, 1 161, 1 182, 1 238, 1 369, 1 504, 2 046, 3 400, 3 681, 3 998, 4 095, 4 170, 4 214, 4 212, 4 272, 4 265, 4 349, 4 402, 4 415
,Hydropower,Electricity capacity (MW), 2 097, 2 145, 2 145, 2 149, 2 160, 2 167, 2 163, 2 171, 2 176, 2 184, 2 196, 2 197, 2 212, 2 252, 2 252, 2 260, 2 262, 2 265, 2 264, 2 265, 2 265, 2 283
,Renewable hydropower,Electricity capacity (MW),  952, 1 000, 1 000, 1 004, 1 015, 1 020, 1 016, 1 024, 1 029, 1 037, 1 049, 1 050, 1 065, 1 080, 1 080, 1 088, 1 090, 1 093, 1 093, 1 094, 1 094, 1 111
,Pumped storage,Electricity capacity (MW), 1 145, 1 145, 1 145, 1 145, 1 145, 1 147, 1 147, 1 147, 1 147, 1 147, 1 147, 1 147, 1 147, 1 172, 1 172, 1 172, 1 172, 1 172, 1 172, 1 172, 1 172, 1 172
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  2,  0,  6,  11,  17,  22,  44,  114,  150,  193,  213,  213,  258,  262,  278,  281,  282,  308,  316,  339,  339,  339
,Onshore wind energy,Electricity capacity (MW),  2,,  6,  11,  17,  22,  44,  114,  150,  193,  213,  213,  258,  262,  278,  281,  282,  308,  316,  339,  339,  339
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  1,  1,  4,  40,  465, 1 727, 1 913, 2 022, 2 064, 2 067, 2 075, 2 068, 2 070, 2 075, 2 086, 2 123, 2 119
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  1,  1,  4,  40,  465, 1 727, 1 913, 2 022, 2 064, 2 067, 2 075, 2 068, 2 070, 2 075, 2 086, 2 123, 2 119
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  94,  94,  94,  95,  130,  140,  178,  228,  286,  352,  411,  505,  653,  690,  745,  771,  773,  802,  782,  830,  846,  846
,Solid biofuels,Electricity capacity (MW),  70,  70,  70,  70,  105,  104,  135,  178,  215,  256,  293,  328,  353,  329,  378,  403,  404,  430,  413,  462,  480,  480
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  22,  22,  23,  23,  23,  23,  28,  28,  28,  28,  28,  28
,Other solid biofuels,Electricity capacity (MW),  68,  68,  68,  68,  103,  102,  133,  176,  213,  254,  271,  306,  330,  306,  355,  380,  376,  402,  385,  434,  452,  452
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  25,  25,  25,  25,  25,  36,  43,  50,  71,  96,  118,  177,  300,  361,  367,  368,  369,  372,  369,  368,  366,  366
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Denmark,Total renewable energy,Electricity capacity (MW), 2 643, 2 810, 3 311, 3 644, 3 830, 3 944, 3 813, 3 645, 3 953, 4 435, 4 916, 5 124, 5 949, 6 584, 6 750, 7 109, 7 410, 8 194, 8 894, 8 981, 9 357, 10 340
,Hydropower,Electricity capacity (MW),  10,  11,  11,  11,  11,  11,  9,  9,  9,  9,  9,  9,  9,  9,  9,  7,  9,  7,  7,  7,  7,  7
,Renewable hydropower,Electricity capacity (MW),  10,  11,  11,  11,  11,  11,  9,  9,  9,  9,  9,  9,  9,  9,  9,  7,  9,  7,  7,  7,  7,  7
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
,Wind,Electricity capacity (MW), 2 390, 2 497, 2 895, 3 120, 3 124, 3 128, 3 136, 3 124, 3 163, 3 482, 3 802, 3 952, 4 162, 4 819, 4 886, 5 077, 5 245, 5 489, 6 115, 6 103, 6 259, 7 014
,Onshore wind energy,Electricity capacity (MW), 2 340, 2 447, 2 681, 2 697, 2 700, 2 704, 2 712, 2 701, 2 740, 2 821, 2 934, 3 081, 3 240, 3 548, 3 615, 3 806, 3 974, 4 225, 4 414, 4 402, 4 559, 4 708
,Offshore wind energy,Electricity capacity (MW),  50,  50,  214,  423,  423,  423,  423,  423,  423,  661,  868,  871,  922, 1 271, 1 271, 1 271, 1 271, 1 264, 1 701, 1 701, 1 701, 2 306
,Solar,Electricity capacity (MW),  1,  1,  2,  2,  2,  3,  3,  3,  3,  5,  7,  17,  402,  571,  607,  782,  851,  906,  998, 1 080, 1 304, 1 540
,Solar photovoltaic,Electricity capacity (MW),  1,  1,  2,  2,  2,  3,  3,  3,  3,  5,  7,  17,  402,  571,  607,  782,  851,  906,  998, 1 080, 1 304, 1 540
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  242,  301,  403,  512,  693,  802,  666,  509,  779,  939, 1 098, 1 145, 1 376, 1 185, 1 248, 1 243, 1 305, 1 791, 1 774, 1 791, 1 785, 1 778
,Solid biofuels,Electricity capacity (MW),  201,  254,  350,  454,  630,  737,  605,  450,  705,  862, 1 018, 1 068, 1 296, 1 085, 1 152, 1 139, 1 198, 1 683, 1 666, 1 683, 1 666, 1 659
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  115,  121,  135,  143,  156,  153,  150,  117,  152,  157,  150,  147,  140,  166,  163,  166,  166,  182,  181,  182,  181,  176
,Other solid biofuels,Electricity capacity (MW),  86,  133,  215,  311,  474,  584,  455,  333,  553,  705,  868,  921, 1 156,  919,  989,  973, 1 032, 1 501, 1 485, 1 501, 1 485, 1 483
,Liquid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  0,  1,  0,  1,  1,  1,  0,  0
,Biogas,Electricity capacity (MW),  41,  47,  53,  58,  63,  65,  61,  59,  74,  77,  80,  77,  80,  93,  96,  104,  107,  108,  108,  108,  119,  119
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Estonia,Total renewable energy,Electricity capacity (MW),  7,  7,  10,  18,  22,  48,  48,  67,  94,  171,  256,  334,  441,  519,  561,  594,  607,  615,  609,  716,  829,  989
,Hydropower,Electricity capacity (MW),  2,  2,  3,  4,  4,  5,  5,  5,  5,  7,  6,  5,  8,  8,  5,  6,  6,  7,  7,  6,  8,  9
,Renewable hydropower,Electricity capacity (MW),  2,  2,  3,  4,  4,  5,  5,  5,  5,  7,  6,  5,  8,  8,  5,  6,  6,  7,  7,  6,  8,  9
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  0,  0,  1,  3,  7,  31,  31,  50,  77,  104,  108,  180,  266,  248,  275,  300,  310,  312,  310,  316,  317,  317
,Onshore wind energy,Electricity capacity (MW),,,  1,  3,  7,  31,  31,  50,  77,  104,  108,  180,  266,  248,  275,  300,  310,  312,  310,  316,  317,  317
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  3,  7,  10,  15,  32,  121,  208,  414
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  3,  7,  10,  15,  32,  121,  208,  414
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  5,  5,  6,  11,  11,  12,  12,  12,  12,  60,  142,  149,  167,  261,  278,  281,  281,  281,  259,  273,  296,  249
,Solid biofuels,Electricity capacity (MW),  5,  5,  5,  10,  10,  10,  10,  10,  10,  58,  138,  145,  163,  255,  270,  270,  270,  270,  250,  265,  285,  238
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  105,  105,  105,  105,  105,  85,  85,  85,  83
,Other solid biofuels,Electricity capacity (MW),  5,  5,  5,  10,  10,  10,  10,  10,  10,  58,  138,  145,  163,  150,  165,  165,  165,  165,  165,  180,  200,  155
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  0,  0,  1,  1,  1,  2,  2,  2,  2,  2,  4,  4,  4,  6,  8,  11,  11,  11,  9,  8,  11,  11
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,Total renewable energy,Electricity capacity (MW),  32,  32,  32,  34,  34,  36,  36,  36,  36,  36,  36,  36,  48,  48,  60,  60,  60,  60,  56,  53,  59,  59
,Hydropower,Electricity capacity (MW),  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  39,  39,  39,  39,  39,  39,  40,  40,  40,  40
,Renewable hydropower,Electricity capacity (MW),  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  32,  39,  39,  39,  39,  39,  39,  40,  40,  40,  40
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
,Wind,Electricity capacity (MW),  0,  0,  0,  2,  2,  4,  4,  4,  4,  4,  4,  4,  9,  9,  20,  20,  20,  20,  16,  13,  19,  19
,Onshore wind energy,Electricity capacity (MW),  0,  0,  0,  2,  2,  4,  4,  4,  4,  4,  4,  4,  9,  9,  20,  20,  20,  20,  16,  13,  19,  19
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
,Solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Finland,Total renewable energy,Electricity capacity (MW), 4 462, 4 619, 4 660, 4 784, 4 861, 4 926, 4 959, 5 067, 5 007, 4 931, 5 011, 5 166, 5 213, 5 516, 5 747, 6 142, 6 746, 7 512, 7 563, 7 890, 8 774, 9 629
,Hydropower,Electricity capacity (MW), 2 882, 2 926, 2 964, 2 966, 2 999, 3 035, 3 062, 3 102, 3 006, 3 029, 3 039, 3 080, 3 080, 3 108, 3 132, 3 133, 3 133, 3 156, 3 152, 3 157, 3 164, 3 178
,Renewable hydropower,Electricity capacity (MW), 2 882, 2 926, 2 964, 2 966, 2 999, 3 035, 3 062, 3 102, 3 006, 3 029, 3 039, 3 080, 3 080, 3 108, 3 132, 3 133, 3 133, 3 156, 3 152, 3 157, 3 164, 3 178
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  38,  39,  43,  52,  82,  82,  86,  110,  143,  147,  197,  199,  257,  447,  627, 1 005, 1 565, 2 044, 2 041, 2 284, 2 586, 3 257
,Onshore wind energy,Electricity capacity (MW),  38,  39,  43,  52,  82,  82,  86,  110,  119,  123,  171,  173,  231,  421,  601,  973, 1 533, 1 971, 1 968, 2 211, 2 513, 3 184
,Offshore wind energy,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  24,  24,  26,  26,  26,  26,  26,  32,  32,  73,  73,  73,  73,  73
,Solar,Electricity capacity (MW),  2,  3,  3,  3,  4,  4,  5,  5,  6,  6,  7,  7,  8,  9,  11,  17,  39,  82,  140,  222,  318,  404
,Solar photovoltaic,Electricity capacity (MW),  2,  3,  3,  3,  4,  4,  5,  5,  6,  6,  7,  7,  8,  9,  11,  17,  39,  82,  140,  222,  318,  404
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW), 1 540, 1 651, 1 650, 1 763, 1 776, 1 805, 1 806, 1 850, 1 852, 1 749, 1 768, 1 880, 1 868, 1 952, 1 977, 1 987, 2 009, 2 230, 2 230, 2 227, 2 706, 2 790
,Solid biofuels,Electricity capacity (MW), 1 531, 1 643, 1 641, 1 752, 1 765, 1 796, 1 794, 1 839, 1 839, 1 736, 1 738, 1 835, 1 822, 1 864, 1 877, 1 885, 1 895, 2 114, 2 114, 2 111, 2 590, 2 674
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  31,  43,  41,  52,  65,  76,  64,  82,  84,  83,  85,  76,  95,  113,  126,  134,  148,  148,  148,  148,  148,  197
,Other solid biofuels,Electricity capacity (MW), 1 500, 1 600, 1 600, 1 700, 1 700, 1 720, 1 730, 1 757, 1 755, 1 653, 1 653, 1 759, 1 727, 1 751, 1 751, 1 751, 1 747, 1 966, 1 966, 1 963, 2 442, 2 477
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  9,  8,  9,  11,  11,  9,  12,  11,  13,  13,  30,  45,  46,  88,  100,  102,  114,  116,  116,  116,  116,  116
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
France,Total renewable energy,Electricity capacity (MW), 23 987, 24 069, 24 314, 24 427, 24 509, 24 881, 25 651, 26 542, 27 801, 29 293, 31 717, 34 792, 37 095, 38 692, 40 563, 42 799, 44 845, 47 820, 50 539, 53 463, 55 574, 59 546
,Hydropower,Electricity capacity (MW), 25 154, 25 179, 25 278, 25 230, 25 117, 25 130, 25 142, 25 155, 25 120, 25 208, 25 425, 25 642, 25 657, 25 646, 25 577, 25 552, 25 621, 25 707, 25 727, 25 869, 25 712, 25 712
,Renewable hydropower,Electricity capacity (MW), 23 297, 23 322, 23 421, 23 429, 23 316, 23 329, 23 341, 23 354, 23 312, 23 400, 23 617, 23 835, 23 849, 23 838, 23 849, 23 824, 23 893, 23 979, 23 999, 24 141, 23 985, 23 985
,Pumped storage,Electricity capacity (MW), 1 857, 1 857, 1 857, 1 801, 1 801, 1 801, 1 801, 1 801, 1 808, 1 808, 1 808, 1 808, 1 808, 1 808, 1 728, 1 728, 1 728, 1 728, 1 728, 1 728, 1 728, 1 728
,Marine,Electricity capacity (MW),  213,  215,  218,  219,  218,  216,  215,  215,  218,  216,  216,  215,  216,  218,  220,  218,  220,  219,  218,  214,  212,  212
,Wind,Electricity capacity (MW),  38,  66,  138,  218,  358,  690, 1 412, 2 223, 3 403, 4 582, 5 912, 6 758, 7 607, 8 156, 9 201, 10 298, 11 567, 13 499, 14 900, 16 457, 17 484, 18 676
,Onshore wind energy,Electricity capacity (MW),  38,  66,  138,  218,  358,  690, 1 412, 2 223, 3 403, 4 582, 5 912, 6 758, 7 607, 8 156, 9 201, 10 298, 11 567, 13 497, 14 898, 16 455, 17 482, 18 674
,Offshore wind energy,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  2,  2,  2,  2
,Solar,Electricity capacity (MW),  7,  7,  8,  9,  11,  13,  15,  26,  80,  277, 1 044, 3 004, 4 359, 5 277, 6 034, 7 138, 7 702, 8 610, 9 672, 10 817, 12 031, 14 718
,Solar photovoltaic,Electricity capacity (MW),  7,  7,  8,  9,  11,  13,  15,  26,  80,  277, 1 044, 3 004, 4 359, 5 277, 6 034, 7 138, 7 702, 8 610, 9 672, 10 808, 12 022, 14 709
,Concentrated solar power,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  9,  9,  9
,Bioenergy,Electricity capacity (MW),  432,  459,  529,  552,  606,  633,  668,  724,  788,  818,  928,  966, 1 050, 1 187, 1 242, 1 306, 1 447, 1 496, 1 733, 1 818, 1 846, 1 939
,Solid biofuels,Electricity capacity (MW),  398,  424,  463,  483,  533,  549,  578,  617,  661,  659,  757,  752,  794,  889,  900,  920, 1 034, 1 052, 1 268, 1 318, 1 299, 1 362
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  216,  235,  273,  293,  331,  338,  365,  372,  410,  411,  404,  422,  435,  442,  440,  394,  424,  429,  441,  444,  452,  452
,Other solid biofuels,Electricity capacity (MW),  182,  189,  190,  190,  202,  211,  213,  245,  251,  248,  353,  330,  360,  446,  461,  526,  610,  623,  827,  874,  847,  910
,Liquid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  4,  0,  0,  0,  15,  15
,Biogas,Electricity capacity (MW),  34,  35,  66,  69,  73,  84,  90,  107,  127,  159,  171,  213,  256,  298,  342,  383,  409,  444,  465,  500,  533,  563
,Geothermal,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  15,  14,  15,  15,  15,  16,  16,  16,  16,  16,  16
Germany,Total renewable energy,Electricity capacity (MW), 11 807, 14 828, 18 362, 21 658, 24 876, 28 475, 32 219, 35 427, 38 448, 47 234, 56 545, 67 421, 78 150, 83 766, 90 325, 97 851, 104 436, 112 514, 118 905, 125 068, 131 731, 138 151
,Hydropower,Electricity capacity (MW), 9 485, 9 393, 9 589, 9 284, 10 104, 10 858, 10 842, 10 833, 10 805, 11 238, 11 218, 11 436, 11 257, 11 239, 11 234, 11 255, 11 207, 11 120, 10 684, 10 733, 10 792, 10 653
,Renewable hydropower,Electricity capacity (MW), 4 831, 4 831, 4 937, 4 953, 5 186, 5 210, 5 193, 5 137, 5 164, 5 340, 5 407, 5 625, 5 607, 5 589, 5 580, 5 589, 5 629, 5 627, 5 329, 5 378, 5 438, 5 441
,Pumped storage,Electricity capacity (MW), 4 654, 4 562, 4 652, 4 331, 4 918, 5 648, 5 649, 5 696, 5 641, 5 898, 5 811, 5 811, 5 650, 5 650, 5 654, 5 666, 5 578, 5 493, 5 355, 5 355, 5 354, 5 212
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW), 6 095, 8 754, 12 001, 14 381, 16 419, 18 248, 20 474, 22 116, 22 794, 25 732, 26 903, 28 712, 30 979, 33 477, 38 614, 44 580, 49 435, 55 580, 58 721, 60 742, 62 188, 63 760
,Onshore wind energy,Electricity capacity (MW), 6 095, 8 754, 12 001, 14 381, 16 419, 18 248, 20 474, 22 116, 22 794, 25 697, 26 823, 28 524, 30 711, 32 969, 37 620, 41 297, 45 303, 50 174, 52 328, 53 187, 54 414, 56 013
,Offshore wind energy,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  35,  80,  188,  268,  508,  994, 3 283, 4 132, 5 406, 6 393, 7 555, 7 774, 7 747
,Solar,Electricity capacity (MW),  114,  195,  260,  435, 1 105, 2 056, 2 899, 4 170, 6 120, 10 566, 18 006, 25 916, 34 077, 36 710, 37 900, 39 224, 40 679, 42 293, 45 158, 48 914, 53 721, 58 461
,Solar photovoltaic,Electricity capacity (MW),  114,  195,  260,  435, 1 105, 2 056, 2 899, 4 170, 6 120, 10 564, 18 004, 25 914, 34 075, 36 708, 37 898, 39 222, 40 677, 42 291, 45 156, 48 912, 53 719, 58 459
,Concentrated solar power,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2,  2
,Bioenergy,Electricity capacity (MW),  767, 1 048, 1 164, 1 889, 2 166, 2 961, 3 653, 4 001, 4 367, 5 590, 6 222, 7 162, 7 471, 7 964, 8 202, 8 429, 8 660, 8 982, 9 662, 9 994, 10 344, 10 449
,Solid biofuels,Electricity capacity (MW),  422,  483,  578, 1 310, 1 492, 1 805, 2 048, 2 045, 2 141, 2 191, 2 264, 2 297, 2 273, 2 553, 2 533, 2 554, 2 579, 2 605, 2 648, 2 682, 2 648, 2 607
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  293,  293,  293,  451,  472,  587,  637,  614,  684,  721,  762,  743,  715,  930,  944,  962,  979, 1 004, 1 063, 1 084, 1 051, 1 010
,Other solid biofuels,Electricity capacity (MW),  129,  190,  285,  859, 1 020, 1 218, 1 411, 1 431, 1 457, 1 470, 1 502, 1 554, 1 558, 1 623, 1 589, 1 592, 1 600, 1 601, 1 585, 1 598, 1 597, 1 597
,Liquid biofuels,Electricity capacity (MW),  0,  5,  6,  18,  21,  60,  177,  295,  341,  412,  410,  345,  277,  263,  232,  232,  231,  230,  230,  231,  231,  231
,Biogas,Electricity capacity (MW),  345,  560,  580,  561,  653, 1 096, 1 428, 1 661, 1 885, 2 987, 3 548, 4 520, 4 921, 5 148, 5 437, 5 643, 5 850, 6 147, 6 784, 7 081, 7 465, 7 611
,Geothermal,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  3,  3,  6,  7,  6,  16,  26,  29,  29,  33,  32,  35,  40,  40,  40
Gibraltar,Total renewable energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar photovoltaic,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Greece,Total renewable energy,Electricity capacity (MW), 3 299, 3 369, 3 388, 3 473, 3 594, 3 622, 3 912, 4 044, 4 250, 4 458, 4 756, 5 521, 6 570, 7 672, 8 010, 8 138, 8 424, 8 686, 9 020, 9 923, 10 921, 11 520
,Hydropower,Electricity capacity (MW), 3 072, 3 076, 3 078, 3 079, 3 099, 3 106, 3 134, 3 150, 3 176, 3 201, 3 215, 3 224, 3 236, 3 238, 3 389, 3 392, 3 392, 3 392, 3 409, 3 412, 3 417, 3 424
,Renewable hydropower,Electricity capacity (MW), 3 072, 3 076, 3 078, 3 079, 3 099, 3 106, 3 134, 3 150, 3 176, 3 201, 3 215, 3 224, 3 236, 3 238, 3 389, 3 392, 3 392, 3 392, 3 409, 3 412, 3 417, 3 424
