Country/area,Technology,Indicator, 2 000, 2 001, 2 002, 2 003, 2 004, 2 005, 2 006, 2 007, 2 008, 2 009, 2 010, 2 011, 2 012, 2 013, 2 014, 2 015, 2 016, 2 017, 2 018, 2 019, 2 020, 2 021
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  226,  270,  287,  371,  470,  491,  749,  846, 1 022, 1 171, 1 298, 1 640, 1 753, 1 809, 1 978, 2 091, 2 370, 2 624, 2 877, 3 589, 4 119, 4 457
,Onshore wind energy,Electricity capacity (MW),  226,  270,  287,  371,  470,  491,  749,  846, 1 022, 1 171, 1 298, 1 640, 1 753, 1 809, 1 978, 2 091, 2 370, 2 624, 2 877, 3 589, 4 119, 4 457
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  1,  1,  1,  1,  1,  5,  9,  12,  46,  202,  612, 1 536, 2 579, 2 596, 2 604, 2 604, 2 606, 2 652, 2 834, 3 288, 3 530
,Solar photovoltaic,Electricity capacity (MW),  0,  1,  1,  1,  1,  1,  5,  9,  12,  46,  202,  612, 1 536, 2 579, 2 596, 2 604, 2 604, 2 606, 2 652, 2 834, 3 288, 3 530
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  1,  22,  22,  22,  24,  24,  24,  39,  40,  40,  41,  45,  45,  46,  47,  51,  58,  64,  82,  88,  97,  108
,Solid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  2,  3,  12,  13,  14,  14
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  2,  3,  12,  13,  14,  14
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  1,  22,  22,  22,  24,  24,  24,  39,  40,  40,  41,  45,  45,  46,  47,  49,  56,  62,  70,  75,  83,  94
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Holy See,Total renewable energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar photovoltaic,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Hungary,Total renewable energy,Electricity capacity (MW),  66,  67,  108,  114,  258,  421,  433,  456,  582,  766,  862,  890,  724,  749, 1 024, 1 077, 1 048, 1 224, 1 630, 2 288, 3 022, 3 022
,Hydropower,Electricity capacity (MW),  48,  48,  48,  54,  49,  49,  49,  49,  51,  53,  53,  55,  56,  57,  57,  57,  57,  57,  57,  58,  58,  58
,Renewable hydropower,Electricity capacity (MW),  48,  48,  48,  54,  49,  49,  49,  49,  51,  53,  53,  55,  56,  57,  57,  57,  57,  57,  57,  58,  58,  58
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  0,  1,  1,  3,  3,  17,  33,  61,  134,  203,  293,  331,  325,  329,  329,  329,  329,  329,  329,  323,  321,  321
,Onshore wind energy,Electricity capacity (MW),,  1,  1,  3,  3,  17,  33,  61,  134,  203,  293,  331,  325,  329,  329,  329,  329,  329,  329,  323,  321,  321
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  2,  4,  12,  35,  89,  172,  235,  344,  728, 1 400, 2 131, 2 131
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  2,  4,  12,  35,  89,  172,  235,  344,  728, 1 400, 2 131, 2 131
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  18,  18,  59,  57,  206,  355,  351,  346,  396,  509,  514,  500,  331,  328,  549,  519,  427,  491,  513,  504,  509,  509
,Solid biofuels,Electricity capacity (MW),  17,  17,  57,  53,  202,  349,  343,  327,  377,  485,  490,  455,  278,  265,  486,  447,  351,  409,  437,  425,  424,  424
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  12,  12,  13,  13,  13,  12,  15,  21,  21,  21,  21,  19,  18,  18,  19,  25,  29,  23,  23,  23,  27,  27
,Other solid biofuels,Electricity capacity (MW),  5,  5,  44,  40,  189,  337,  328,  306,  356,  464,  469,  436,  260,  247,  467,  422,  322,  386,  414,  402,  397,  397
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  1,  1,  2,  4,  4,  6,  8,  19,  19,  24,  24,  45,  53,  63,  63,  72,  76,  82,  76,  79,  85,  85
,Geothermal,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  3,  3,  3,  3,  3
Iceland,Total renewable energy,Electricity capacity (MW), 1 236, 1 311, 1 357, 1 357, 1 366, 1 396, 1 587, 2 245, 2 456, 2 452, 2 458, 2 549, 2 543, 2 652, 2 653, 2 658, 2 659, 2 711, 2 862, 2 869, 2 879, 2 879
,Hydropower,Electricity capacity (MW), 1 064, 1 109, 1 155, 1 155, 1 163, 1 163, 1 163, 1 758, 1 879, 1 875, 1 883, 1 884, 1 877, 1 984, 1 984, 1 987, 1 987, 1 995, 2 099, 2 104, 2 114, 2 114
,Renewable hydropower,Electricity capacity (MW), 1 064, 1 109, 1 155, 1 155, 1 163, 1 163, 1 163, 1 758, 1 879, 1 875, 1 883, 1 884, 1 877, 1 984, 1 984, 1 987, 1 987, 1 995, 2 099, 2 104, 2 114, 2 114
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  3,  3,  3,  2,  2,  2,  2,  2
,Onshore wind energy,Electricity capacity (MW),,,,,,,,,  0,  0,  0,  0,  0,  2,  3,  3,  3,  2,  2,  2,  2,  2
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  3,  4,  4,  5,  7,  7,  7
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  3,  4,  4,  5,  7,  7,  7
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  0,  0,  0,  0,  1,  1,  2,  2,  2,  2,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
,Solid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  0,  0,  0,  0,  1,  1,  1,  1,  1,  1,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
,Geothermal,Electricity capacity (MW),  172,  202,  202,  202,  202,  232,  422,  485,  575,  575,  575,  665,  665,  665,  665,  665,  665,  710,  756,  756,  756,  756
Ireland,Total renewable energy,Electricity capacity (MW),  368,  376,  390,  465,  593,  747,  938, 1 003, 1 210, 1 521, 1 664, 1 867, 1 999, 2 227, 2 592, 2 760, 3 117, 3 676, 4 046, 4 529, 4 744, 4 813
,Hydropower,Electricity capacity (MW),  528,  530,  532,  532,  532,  526,  526,  526,  526,  526,  237,  237,  529,  529,  529,  529,  529,  529,  529,  529,  529,  529
,Renewable hydropower,Electricity capacity (MW),  236,  238,  240,  240,  240,  234,  234,  234,  234,  234,  237,  237,  237,  237,  237,  237,  237,  237,  237,  237,  237,  237
,Pumped storage,Electricity capacity (MW),  292,  292,  292,  292,  292,  292,  292,  292,  292,  292,  0,  0,  292,  292,  292,  292,  292,  292,  292,  292,  292,  292
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  117,  123,  135,  210,  336,  493,  677,  741,  942, 1 251, 1 390, 1 585, 1 704, 1 923, 2 283, 2 451, 2 802, 3 319, 3 674, 4 126, 4 307, 4 332
,Onshore wind energy,Electricity capacity (MW),  117,  123,  135,  210,  311,  468,  651,  715,  917, 1 226, 1 365, 1 559, 1 679, 1 898, 2 258, 2 426, 2 776, 3 294, 3 649, 4 101, 4 282, 4 307
,Offshore wind energy,Electricity capacity (MW),  0,  0,  0,  0,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25,  25
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  2,  2,  6,  17,  32,  58,  93,  136
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  2,  2,  6,  17,  32,  58,  93,  136
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  15,  15,  15,  15,  17,  20,  27,  29,  34,  35,  36,  45,  57,  66,  70,  70,  72,  103,  103,  107,  107,  107
,Solid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  2,  2,  2,  2,  5,  5,  5,  5,  13,  13,  16,  16,  16,  47,  47,  48,  48,  48
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  8,  8,  11,  11,  11,  41,  41,  41,  41,  41
,Other solid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  2,  2,  2,  2,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  5,  7,  7,  7
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  15,  15,  15,  15,  15,  18,  25,  27,  29,  30,  31,  39,  44,  52,  53,  53,  56,  56,  57,  59,  59,  59
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Italy,Total renewable energy,Electricity capacity (MW), 17 904, 18 293, 18 729, 19 173, 19 465, 20 251, 20 634, 21 600, 23 155, 25 772, 29 507, 40 824, 46 721, 48 857, 49 526, 50 417, 51 195, 52 128, 53 161, 54 373, 55 493, 56 987
,Hydropower,Electricity capacity (MW), 20 346, 20 434, 20 514, 20 660, 20 744, 20 993, 21 072, 21 117, 21 276, 21 371, 21 520, 21 737, 21 880, 22 009, 22 098, 22 220, 22 298, 22 426, 22 499, 22 541, 22 695, 22 712
,Renewable hydropower,Electricity capacity (MW), 16 390, 16 457, 16 558, 16 704, 16 787, 17 036, 17 115, 17 160, 17 319, 17 414, 17 563, 17 780, 17 923, 18 052, 18 116, 18 238, 18 316, 18 486, 18 558, 18 601, 18 755, 18 772
,Pumped storage,Electricity capacity (MW), 3 956, 3 977, 3 956, 3 956, 3 957, 3 957, 3 957, 3 957, 3 957, 3 957, 3 957, 3 957, 3 957, 3 957, 3 982, 3 982, 3 982, 3 940, 3 940, 3 940, 3 940, 3 940
,Marine,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
,Wind,Electricity capacity (MW),  363,  664,  780,  874, 1 127, 1 635, 1 902, 2 702, 3 525, 4 879, 5 794, 6 918, 8 102, 8 542, 8 683, 9 137, 9 384, 9 737, 10 230, 10 679, 10 871, 11 276
,Onshore wind energy,Electricity capacity (MW),  363,  664,  780,  874, 1 127, 1 635, 1 902, 2 702, 3 525, 4 879, 5 794, 6 918, 8 102, 8 542, 8 683, 9 137, 9 384, 9 737, 10 230, 10 679, 10 871, 11 276
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  19,  20,  22,  26,  31,  34,  45,  110,  483, 1 264, 3 597, 13 136, 16 790, 18 190, 18 600, 18 907, 19 289, 19 688, 20 114, 20 871, 21 656, 22 698
,Solar photovoltaic,Electricity capacity (MW),  19,  20,  22,  26,  31,  34,  45,  110,  483, 1 264, 3 592, 13 131, 16 785, 18 185, 18 594, 18 901, 19 283, 19 682, 20 108, 20 865, 21 650, 22 692
,Concentrated solar power,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  5,  5,  5,  6,  6,  6,  6,  6,  6,  6,  6
,Bioenergy,Electricity capacity (MW),  542,  579,  703,  862,  878,  875,  901,  957, 1 157, 1 520, 1 826, 2 262, 3 178, 3 344, 3 359, 3 367, 3 439, 3 450, 3 491, 3 454, 3 439, 3 439
,Solid biofuels,Electricity capacity (MW),  362,  381,  479,  606,  610,  591,  607,  628,  692,  790,  764,  792,  915, 1 024, 1 033, 1 031, 1 094, 1 092, 1 145, 1 124, 1 128, 1 128
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  144,  160,  189,  223,  230,  233,  248,  266,  277,  352,  358,  371,  377,  418,  413,  415,  409,  408,  412,  396,  402,  402
,Other solid biofuels,Electricity capacity (MW),  218,  221,  290,  383,  380,  358,  359,  362,  415,  438,  406,  421,  538,  606,  620,  616,  685,  684,  733,  728,  726,  726
,Liquid biofuels,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  116,  372,  582,  738,  989, 1 003,  990, 1 000,  993,  987,  971,  948,  932,  932
,Biogas,Electricity capacity (MW),  180,  198,  224,  256,  268,  284,  294,  329,  349,  359,  480,  732, 1 274, 1 317, 1 336, 1 336, 1 352, 1 372, 1 375, 1 382, 1 379, 1 379
,Geothermal,Electricity capacity (MW),  590,  573,  666,  707,  642,  671,  671,  671,  671,  695,  728,  728,  728,  729,  768,  768,  767,  767,  767,  767,  772,  802
Kosovo*,Total renewable energy,Electricity capacity (MW),  32,  32,  32,  32,  32,  32,  40,  40,  40,  40,  43,  44,  44,  44,  44,  44,  81,  121,  121,  139,  137,  242
,Hydropower,Electricity capacity (MW),  32,  32,  32,  32,  32,  32,  40,  40,  40,  40,  42,  43,  43,  43,  43,  43,  78,  80,  80,  95,  95,  95
,Renewable hydropower,Electricity capacity (MW),  32,  32,  32,  32,  32,  32,  40,  40,  40,  40,  42,  43,  43,  43,  43,  43,  78,  80,  80,  95,  95,  95
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  1,  1,  1,  1,  1,  34,  34,  34,  32,  137
,Onshore wind energy,Electricity capacity (MW),,,,,,,,,  0,  0,  1,  1,  1,  1,  1,  1,  1,  34,  34,  34,  32,  137
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  7,  7,  10,  10,  10
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  7,  7,  10,  10,  10
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Latvia,Total renewable energy,Electricity capacity (MW), 1 515, 1 526, 1 557, 1 570, 1 571, 1 572, 1 572, 1 572, 1 574, 1 575, 1 622, 1 642, 1 701, 1 761, 1 778, 1 782, 1 778, 1 796, 1 779, 1 826, 1 826, 1 857
,Hydropower,Electricity capacity (MW), 1 513, 1 523, 1 529, 1 537, 1 536, 1 536, 1 536, 1 536, 1 536, 1 536, 1 576, 1 576, 1 576, 1 587, 1 588, 1 588, 1 564, 1 564, 1 565, 1 587, 1 586, 1 596
,Renewable hydropower,Electricity capacity (MW), 1 513, 1 523, 1 529, 1 537, 1 536, 1 536, 1 536, 1 536, 1 536, 1 536, 1 576, 1 576, 1 576, 1 587, 1 588, 1 588, 1 564, 1 564, 1 565, 1 587, 1 586, 1 596
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  2,  2,  22,  26,  26,  26,  26,  26,  28,  29,  30,  36,  59,  66,  69,  68,  70,  77,  78,  78,  78,  81
,Onshore wind energy,Electricity capacity (MW),  2,  2,  22,  26,  26,  26,  26,  26,  28,  29,  30,  36,  59,  66,  69,  68,  70,  77,  78,  78,  78,  81
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  2,  3,  5,  8
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  1,  1,  2,  3,  5,  8
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  0,  1,  6,  7,  9,  10,  10,  10,  10,  10,  16,  30,  66,  108,  121,  126,  143,  154,  134,  158,  156,  171
,Solid biofuels,Electricity capacity (MW),  0,  1,  1,  2,  3,  3,  3,  3,  3,  2,  5,  5,  23,  55,  63,  66,  81,  94,  73,  97,  96,  111
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),  0,  1,  1,  2,  3,  3,  3,  3,  3,  2,  5,  5,  23,  55,  63,  66,  81,  94,  73,  97,  96,  111
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  0,  0,  5,  5,  6,  7,  7,  7,  7,  8,  11,  25,  43,  53,  58,  60,  62,  60,  61,  61,  60,  60
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,Total renewable energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable hydropower,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Pumped storage,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Onshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar photovoltaic,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Other solid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Lithuania,Total renewable energy,Electricity capacity (MW),  103,  105,  107,  113,  116,  123,  163,  184,  193,  238,  278,  351,  451,  532,  550,  698,  775,  800,  853,  896, 1 038, 1 266
,Hydropower,Electricity capacity (MW),  863,  863,  863,  869,  870,  877,  877,  875,  875,  876,  876,  876,  876,  876,  877,  877,  877,  877,  877,  877,  877,  886
,Renewable hydropower,Electricity capacity (MW),  103,  103,  103,  109,  110,  117,  117,  115,  115,  116,  116,  116,  116,  116,  117,  117,  117,  117,  117,  117,  117,  126
,Pumped storage,Electricity capacity (MW),  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760,  760
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  0,  0,  0,  0,  1,  1,  31,  47,  54,  98,  133,  202,  275,  279,  288,  436,  509,  518,  533,  534,  540,  671
,Onshore wind energy,Electricity capacity (MW),,,,,  1,  1,  31,  47,  54,  98,  133,  202,  275,  279,  288,  436,  509,  518,  533,  534,  540,  671
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  68,  69,  69,  70,  78,  92,  133,  248,  338
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  7,  68,  69,  69,  70,  78,  92,  133,  248,  338
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  0,  2,  4,  4,  5,  5,  15,  22,  24,  24,  29,  33,  53,  69,  76,  76,  79,  87,  111,  112,  133,  131
,Solid biofuels,Electricity capacity (MW),  0,  2,  2,  2,  2,  2,  12,  16,  16,  16,  16,  18,  38,  53,  56,  55,  54,  62,  76,  77,  97,  94
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Renewable municipal waste,Electricity capacity (MW),  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  10,  10,  10,  15,  17,  14,  14,  34,  36
,Other solid biofuels,Electricity capacity (MW),  0,  2,  2,  2,  2,  2,  12,  16,  16,  16,  16,  18,  38,  43,  46,  45,  39,  45,  62,  63,  63,  58
,Liquid biofuels,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Biogas,Electricity capacity (MW),  0,  0,  2,  2,  3,  3,  3,  6,  8,  8,  13,  15,  15,  16,  20,  21,  25,  25,  35,  35,  36,  37
,Geothermal,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
Luxembourg,Total renewable energy,Electricity capacity (MW),  53,  54,  56,  76,  101,  101,  102,  103,  113,  116,  126,  139,  187,  211,  225,  239,  301,  318,  324,  386,  430,  456
,Hydropower,Electricity capacity (MW), 1 133, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 134, 1 330, 1 330, 1 330, 1 331, 1 330, 1 330, 1 331, 1 331
,Renewable hydropower,Electricity capacity (MW),  33,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  34,  35,  34,  34,  35,  35
,Pumped storage,Electricity capacity (MW), 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 100, 1 296, 1 296, 1 296, 1 296, 1 296, 1 296, 1 296, 1 296
,Marine,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Wind,Electricity capacity (MW),  14,  14,  14,  21,  35,  35,  35,  35,  43,  43,  44,  45,  58,  58,  58,  64,  120,  120,  123,  136,  153,  157
,Onshore wind energy,Electricity capacity (MW),  14,  14,  14,  21,  35,  35,  35,  35,  43,  43,  44,  45,  58,  58,  58,  64,  120,  120,  123,  136,  153,  157
,Offshore wind energy,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Solar,Electricity capacity (MW),  0,  0,  2,  14,  24,  24,  24,  24,  25,  26,  29,  41,  75,  95,  110,  116,  122,  128,  131,  160,  187,  209
,Solar photovoltaic,Electricity capacity (MW),  0,  0,  2,  14,  24,  24,  24,  24,  25,  26,  29,  41,  75,  95,  110,  116,  122,  128,  131,  160,  187,  209
,Concentrated solar power,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
,Bioenergy,Electricity capacity (MW),  6,  6,  7,  8,  8,  8,  10,  10,  12,  13,  19,  19,  20,  23,  23,  24,  25,  36,  36,  56,  56,  56
,Solid biofuels,Electricity capacity (MW),  4,  4,  4,  4,  4,  4,  4,  4,  4,  4,  10,  10,  10,  13,  12,  13,  13,  23,  24,  44,  44,  44
,Bagasse,Electricity capacity (MW),,,,,,,,,,,,,,,,,,,,,,
